計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,未使用,洗濯機・外冷蔵庫2,寝室エアコン・外冷蔵庫,照明・ﾚﾝｼﾞ・炊飯器,キッチン冷蔵庫,TV・照明・米冷蔵庫,未使用,洋室エアコン,リビングエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,7901,0,0,3160,1739,4875,2572,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7901,-,-,-,-,-,-,-,-
20180402,-,-,-,8324,0,0,3610,1844,5330,2563,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8324,-,-,-,-,-,-,-,-
20180403,-,-,-,9665,0,0,5420,1949,6096,2661,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9665,-,-,-,-,-,-,-,-
20180404,-,-,-,8086,0,0,3107,1916,5327,2731,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8086,-,-,-,-,-,-,-,-
20180405,-,-,-,8919,0,0,3931,1789,5923,2457,3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8919,-,-,-,-,-,-,-,-
20180406,-,-,-,9358,0,0,3859,1766,6226,2728,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9358,-,-,-,-,-,-,-,-
20180407,-,-,-,7920,0,0,3252,1321,4040,2213,4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,-,-,-,-,-,-,-,-
20180408,-,-,-,8065,0,0,3115,1310,4726,2268,4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8065,-,-,-,-,-,-,-,-
20180409,-,-,-,9693,0,0,4825,1546,5736,2280,4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9693,-,-,-,-,-,-,-,-
20180410,-,-,-,8961,0,0,3524,1785,4299,2502,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8961,-,-,-,-,-,-,-,-
20180411,-,-,-,8785,0,0,2615,1969,6322,2745,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8785,-,-,-,-,-,-,-,-
20180412,-,-,-,8294,0,0,2216,1949,5843,2610,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8294,-,-,-,-,-,-,-,-
20180413,-,-,-,8882,0,0,4259,1860,5489,2455,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8882,-,-,-,-,-,-,-,-
20180414,-,-,-,8974,0,0,1580,1827,5408,2482,5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8974,-,-,-,-,-,-,-,-
20180415,-,-,-,9461,0,0,3835,1660,5433,2543,4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9461,-,-,-,-,-,-,-,-
20180416,-,-,-,8175,0,0,2836,1603,5407,2339,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8175,-,-,-,-,-,-,-,-
20180417,-,-,-,8865,0,0,4129,1420,4930,2268,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8865,-,-,-,-,-,-,-,-
20180418,-,-,-,8861,0,0,2253,1760,5350,2672,5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8861,-,-,-,-,-,-,-,-
20180419,-,-,-,8751,0,0,3098,1751,5453,2551,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8751,-,-,-,-,-,-,-,-
20180420,-,-,-,8284,0,0,3194,1801,5385,2760,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8284,-,-,-,-,-,-,-,-
20180421,-,-,-,8595,0,0,3344,1919,5499,2681,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8595,-,-,-,-,-,-,-,-
20180422,-,-,-,8330,0,0,2090,2011,5449,2775,3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8330,-,-,-,-,-,-,-,-
20180423,-,-,-,9413,0,0,4744,1992,5623,2790,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9413,-,-,-,-,-,-,-,-
20180424,-,-,-,9767,0,0,3043,1878,5998,2978,5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9767,-,-,-,-,-,-,-,-
20180425,-,-,-,7370,0,0,1877,1562,3886,2359,4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7370,-,-,-,-,-,-,-,-
20180426,-,-,-,8590,0,0,3015,1583,5357,2627,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8590,-,-,-,-,-,-,-,-
20180427,-,-,-,8370,0,0,2732,1815,5484,2520,3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370,-,-,-,-,-,-,-,-
20180428,-,-,-,8374,0,0,3308,1844,5106,2501,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8374,-,-,-,-,-,-,-,-
20180429,-,-,-,8239,0,0,3081,1963,4881,2681,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8239,-,-,-,-,-,-,-,-
20180430,-,-,-,8813,0,0,3296,1992,5402,2680,3818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8813,-,-,-,-,-,-,-,-
