計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,未使用,洗濯機・外冷蔵庫2,寝室エアコン・外冷蔵庫,照明・ﾚﾝｼﾞ・炊飯器,キッチン冷蔵庫,TV・照明・米冷蔵庫,未使用,洋室エアコン,リビングエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,10053,0,0,2837,829,2753,2541,10460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10053,-,-,-,-,-,-,-,-
20180102,-,-,-,10960,0,0,3929,897,3733,4696,8087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10960,-,-,-,-,-,-,-,-
20180103,-,-,-,11755,0,0,5244,856,4258,4452,8266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11755,-,-,-,-,-,-,-,-
20180104,-,-,-,10758,0,0,3360,989,4698,5786,6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10758,-,-,-,-,-,-,-,-
20180105,-,-,-,12549,0,0,7170,893,4331,4216,6392,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12549,-,-,-,-,-,-,-,-
20180106,-,-,-,8216,0,0,4746,906,4196,2055,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8216,-,-,-,-,-,-,-,-
20180107,-,-,-,11201,0,0,8231,964,4235,2844,5669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11201,-,-,-,-,-,-,-,-
20180108,-,-,-,10558,0,0,4281,1241,4786,4144,6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10558,-,-,-,-,-,-,-,-
20180109,-,-,-,10361,0,0,6076,957,4271,2933,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10361,-,-,-,-,-,-,-,-
20180110,-,-,-,10437,0,0,6307,793,3749,4827,4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10437,-,-,-,-,-,-,-,-
