計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,和室AC,冷蔵庫①新,冷蔵庫②旧・電子レンジ,居間TV・キッチン電灯コ,洗濯機,未使用,和室電灯コンセント・TV,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,11673,0,281,0,515,1358,8009,74,0,696,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11673,-,-,-,-,-,-,-,-
20180202,-,-,-,12458,0,2164,0,536,1106,7143,56,0,561,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12458,-,-,-,-,-,-,-,-
20180203,-,-,-,14342,0,3772,0,527,1090,7443,0,0,595,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14342,-,-,-,-,-,-,-,-
20180204,-,-,-,25305,0,11732,0,552,973,10509,0,0,654,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25305,-,-,-,-,-,-,-,-
20180205,-,-,-,28719,0,16777,0,559,767,9159,136,0,543,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28719,-,-,-,-,-,-,-,-
20180206,-,-,-,24618,0,11260,0,566,982,10095,245,0,662,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24618,-,-,-,-,-,-,-,-
20180207,-,-,-,24248,0,12786,0,564,771,8590,145,0,525,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24248,-,-,-,-,-,-,-,-
20180208,-,-,-,22229,0,9376,0,564,947,9836,123,0,528,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22229,-,-,-,-,-,-,-,-
20180209,-,-,-,14257,0,114,0,548,1002,10687,149,0,654,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14257,-,-,-,-,-,-,-,-
20180210,-,-,-,12266,0,122,0,489,1160,9074,150,0,591,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12266,-,-,-,-,-,-,-,-
20180211,-,-,-,13721,0,263,0,526,1030,9981,244,0,727,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13721,-,-,-,-,-,-,-,-
20180212,-,-,-,17756,0,3307,0,538,977,11114,55,0,605,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17756,-,-,-,-,-,-,-,-
20180213,-,-,-,20180,0,7675,0,533,1018,8778,183,0,631,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20180,-,-,-,-,-,-,-,-
20180214,-,-,-,12166,0,294,0,524,877,8535,0,0,717,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12166,-,-,-,-,-,-,-,-
20180215,-,-,-,12357,0,60,0,444,1235,9291,85,0,568,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12357,-,-,-,-,-,-,-,-
20180216,-,-,-,13692,0,231,0,495,1224,9872,95,0,719,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13692,-,-,-,-,-,-,-,-
20180217,-,-,-,12059,0,203,0,508,1089,8537,72,0,543,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12059,-,-,-,-,-,-,-,-
20180218,-,-,-,13672,0,103,0,518,891,10431,184,0,571,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13672,-,-,-,-,-,-,-,-
20180219,-,-,-,13790,0,36,0,485,1175,9931,85,0,684,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13790,-,-,-,-,-,-,-,-
20180220,-,-,-,10375,0,163,0,491,1202,7155,83,0,573,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10375,-,-,-,-,-,-,-,-
20180221,-,-,-,13398,0,34,0,466,1252,8314,62,0,734,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13398,-,-,-,-,-,-,-,-
20180222,-,-,-,12718,0,205,0,487,1191,9231,183,0,589,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12718,-,-,-,-,-,-,-,-
20180223,-,-,-,12167,0,179,0,496,1099,8662,168,0,737,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12167,-,-,-,-,-,-,-,-
20180224,-,-,-,12598,0,121,0,497,1123,9332,126,0,590,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12598,-,-,-,-,-,-,-,-
20180225,-,-,-,11804,0,19,0,467,1199,8607,159,0,569,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11804,-,-,-,-,-,-,-,-
20180226,-,-,-,12477,0,164,0,459,1200,9174,132,0,598,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12477,-,-,-,-,-,-,-,-
20180227,-,-,-,12830,0,158,0,465,1262,9544,81,0,584,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12830,-,-,-,-,-,-,-,-
20180228,-,-,-,13373,0,153,0,461,1248,10075,76,0,613,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13373,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
