計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,和室AC,冷蔵庫①新,冷蔵庫②旧・電子レンジ,居間TV・キッチン電灯コ,洗濯機,未使用,和室電灯コンセント・TV,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,21020,0,5764,0,492,1130,11755,418,0,666,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21020,-,-,-,-,-,-,-,-
20180102,-,-,-,34164,0,22655,0,476,1820,8095,180,0,603,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34164,-,-,-,-,-,-,-,-
20180103,-,-,-,13617,0,198,0,500,1232,9777,526,0,552,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13617,-,-,-,-,-,-,-,-
20180104,-,-,-,12661,0,197,0,506,1602,8549,119,0,678,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12661,-,-,-,-,-,-,-,-
20180105,-,-,-,15391,0,5105,0,487,1472,7110,0,0,591,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15391,-,-,-,-,-,-,-,-
20180106,-,-,-,11118,0,146,0,480,1496,7289,243,0,692,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11118,-,-,-,-,-,-,-,-
20180107,-,-,-,11314,0,85,0,504,1229,7870,151,0,566,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11314,-,-,-,-,-,-,-,-
20180108,-,-,-,11490,0,0,0,460,1569,7949,107,0,705,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11490,-,-,-,-,-,-,-,-
20180109,-,-,-,18584,0,7745,0,462,1577,7369,23,0,669,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18584,-,-,-,-,-,-,-,-
20180110,-,-,-,16822,0,4639,0,486,1758,8421,140,0,550,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16822,-,-,-,-,-,-,-,-
20180111,-,-,-,20084,0,6936,0,531,1283,9607,119,0,581,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20084,-,-,-,-,-,-,-,-
20180112,-,-,-,21699,0,10574,0,559,1063,7697,292,0,614,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699,-,-,-,-,-,-,-,-
20180113,-,-,-,15717,0,3897,0,563,1433,8356,62,0,499,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15717,-,-,-,-,-,-,-,-
20180114,-,-,-,19802,0,6555,0,529,1407,9760,115,0,636,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19802,-,-,-,-,-,-,-,-
20180115,-,-,-,30286,0,19653,0,513,1372,7566,129,0,524,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30286,-,-,-,-,-,-,-,-
20180116,-,-,-,13939,0,3544,0,482,1481,7015,58,0,702,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13939,-,-,-,-,-,-,-,-
20180117,-,-,-,12553,0,0,0,406,2071,8713,120,0,568,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12553,-,-,-,-,-,-,-,-
20180118,-,-,-,11828,0,158,0,431,1841,7936,143,0,669,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11828,-,-,-,-,-,-,-,-
20180119,-,-,-,11454,0,183,0,454,1770,7572,241,0,565,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11454,-,-,-,-,-,-,-,-
20180120,-,-,-,11813,0,215,0,472,1373,8152,180,0,544,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11813,-,-,-,-,-,-,-,-
20180121,-,-,-,12155,0,134,0,494,1946,8014,79,0,587,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12155,-,-,-,-,-,-,-,-
20180122,-,-,-,12703,0,226,0,500,1569,8910,99,0,589,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12703,-,-,-,-,-,-,-,-
20180123,-,-,-,20494,0,7201,0,505,1651,9559,118,0,658,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20494,-,-,-,-,-,-,-,-
20180124,-,-,-,26821,0,13080,0,531,1420,10422,0,0,541,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26821,-,-,-,-,-,-,-,-
