計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IH,エコキュート,主寝室エアコン,冷蔵庫,LDK・電灯コンセント,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,26166,9875,18718,3139,13759,0,6176,3004,0,329,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35009,-,-,-,-,-,-,-,-
20180302,-,-,-,19039,35008,42371,2451,15229,0,6249,3584,0,494,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26402,-,-,-,-,-,-,-,-
20180303,-,-,-,23233,6706,14256,1682,15957,0,6007,2893,0,681,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30783,-,-,-,-,-,-,-,-
20180304,-,-,-,15054,42617,52735,1649,11898,0,6225,3853,0,546,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25172,-,-,-,-,-,-,-,-
20180305,-,-,-,25725,352,3242,2820,12292,0,6706,3747,0,541,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28615,-,-,-,-,-,-,-,-
20180306,-,-,-,18829,49336,55566,2644,14653,0,6023,2240,0,618,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25059,-,-,-,-,-,-,-,-
20180307,-,-,-,20323,19655,29514,2618,13495,0,6657,3779,0,547,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30182,-,-,-,-,-,-,-,-
20180308,-,-,-,26499,154,3065,2644,13835,0,6315,3575,0,563,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29410,-,-,-,-,-,-,-,-
20180309,-,-,-,17550,22834,31917,3022,13346,0,6319,3551,0,786,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26633,-,-,-,-,-,-,-,-
20180310,-,-,-,15563,47275,56519,1985,14183,0,5922,2197,0,525,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24807,-,-,-,-,-,-,-,-
20180311,-,-,-,17552,41847,53809,3906,16898,0,6342,3744,0,954,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29514,-,-,-,-,-,-,-,-
20180312,-,-,-,18378,23880,33233,3494,14915,0,6428,2947,0,822,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27731,-,-,-,-,-,-,-,-
20180313,-,-,-,15940,45484,51930,1585,11602,0,5747,2027,0,298,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22386,-,-,-,-,-,-,-,-
20180314,-,-,-,14895,45605,54699,2809,12157,0,6738,2769,0,826,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23989,-,-,-,-,-,-,-,-
20180315,-,-,-,21239,10867,17153,3147,11764,0,6951,3417,0,614,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27525,-,-,-,-,-,-,-,-
20180316,-,-,-,21291,5049,10079,1796,13709,0,6215,3327,0,270,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26321,-,-,-,-,-,-,-,-
20180317,-,-,-,16622,45999,57993,3677,13935,0,6360,3486,0,570,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28616,-,-,-,-,-,-,-,-
