計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IH,エコキュート,主寝室エアコン,冷蔵庫,LDK・電灯コンセント,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,22933,16487,28188,3532,16887,0,5906,4332,0,287,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34634,-,-,-,-,-,-,-,-
20180102,-,-,-,22860,26987,40687,4382,18704,0,6169,4989,0,345,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36560,-,-,-,-,-,-,-,-
20180103,-,-,-,18809,28430,40127,2040,17566,0,6307,3814,0,861,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30506,-,-,-,-,-,-,-,-
20180104,-,-,-,21380,13904,22239,2823,15802,0,6104,2869,0,572,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29715,-,-,-,-,-,-,-,-
20180105,-,-,-,25379,6948,12702,2465,14573,0,6358,2705,0,378,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31133,-,-,-,-,-,-,-,-
20180106,-,-,-,22090,30843,38722,2682,15109,0,6238,2861,0,439,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29969,-,-,-,-,-,-,-,-
20180107,-,-,-,25385,2403,9782,2832,15183,0,6258,3931,0,838,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32764,-,-,-,-,-,-,-,-
20180108,-,-,-,35248,35,2225,4968,13687,0,6576,3973,0,1091,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37438,-,-,-,-,-,-,-,-
20180109,-,-,-,29258,4972,8849,3246,12909,0,5765,2678,0,469,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33135,-,-,-,-,-,-,-,-
20180110,-,-,-,25805,10130,14828,3309,16009,0,6480,2991,0,652,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30503,-,-,-,-,-,-,-,-
20180111,-,-,-,21478,12577,20034,2702,18257,0,6470,3459,0,358,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28935,-,-,-,-,-,-,-,-
20180112,-,-,-,21548,23987,32419,2888,19506,0,6672,3279,0,887,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29980,-,-,-,-,-,-,-,-
20180113,-,-,-,22998,25135,33894,3372,18113,1032,6200,3310,0,530,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31757,-,-,-,-,-,-,-,-
20180114,-,-,-,22213,10240,19100,3575,17246,0,6864,4248,0,922,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31073,-,-,-,-,-,-,-,-
20180115,-,-,-,24114,5833,11237,4118,17317,0,6566,3139,0,597,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29518,-,-,-,-,-,-,-,-
20180116,-,-,-,20069,14003,19720,1967,15240,0,6674,2736,0,483,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25786,-,-,-,-,-,-,-,-
20180117,-,-,-,26414,443,2614,2557,12984,0,7024,2385,0,672,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28585,-,-,-,-,-,-,-,-
20180118,-,-,-,21289,12903,17506,2391,13192,0,6484,2708,0,285,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25892,-,-,-,-,-,-,-,-
20180119,-,-,-,22218,25671,32314,3975,13527,0,6877,2569,0,583,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28861,-,-,-,-,-,-,-,-
20180120,-,-,-,20658,26678,36996,3060,14905,0,6552,3931,0,637,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30976,-,-,-,-,-,-,-,-
20180121,-,-,-,22534,27531,36904,3060,17957,0,6303,3851,0,1128,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31907,-,-,-,-,-,-,-,-
20180122,-,-,-,24338,8289,12412,2311,13777,0,6820,2947,0,517,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28461,-,-,-,-,-,-,-,-
20180123,-,-,-,19860,19500,25201,1962,14845,0,6353,2532,0,583,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25561,-,-,-,-,-,-,-,-
20180124,-,-,-,20352,29012,34407,2634,17008,0,6620,2416,0,598,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25747,-,-,-,-,-,-,-,-
20180125,-,-,-,21235,27361,35263,2738,17535,0,6261,2958,0,867,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29137,-,-,-,-,-,-,-,-
20180126,-,-,-,22478,39703,46951,3356,17102,937,6795,2325,0,596,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29726,-,-,-,-,-,-,-,-
20180127,-,-,-,18377,35538,47699,2112,17624,1055,6301,3569,0,582,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30538,-,-,-,-,-,-,-,-
20180128,-,-,-,25153,910,7178,2592,16697,0,6480,3684,0,449,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31421,-,-,-,-,-,-,-,-
20180129,-,-,-,26167,12000,19222,4866,17015,0,6738,3313,0,806,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33389,-,-,-,-,-,-,-,-
20180130,-,-,-,25198,27919,34855,3273,16763,0,6454,2334,0,636,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32134,-,-,-,-,-,-,-,-
20180131,-,-,-,25815,21805,29117,3271,17051,0,6710,2311,0,460,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33127,-,-,-,-,-,-,-,-
