計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン,LTV・照明・K冷蔵庫,洗濯機・冷蔵庫2・納戸,電子レンジ・炊飯器,2F電灯,未使用,2F東エアコン,2F西エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,9392,0,0,0,3802,4619,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9392,-,-,-,-,-,-,-,-
20180502,-,-,-,9554,0,0,0,4957,3465,774,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9554,-,-,-,-,-,-,-,-
20180503,-,-,-,7092,0,0,0,3365,2952,317,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092,-,-,-,-,-,-,-,-
20180504,-,-,-,7898,0,0,0,3813,3027,615,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7898,-,-,-,-,-,-,-,-
20180505,-,-,-,10179,0,0,0,5587,3504,650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10179,-,-,-,-,-,-,-,-
20180506,-,-,-,10929,0,0,0,5693,3880,913,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10929,-,-,-,-,-,-,-,-
20180507,-,-,-,9992,0,0,0,4683,4555,385,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9992,-,-,-,-,-,-,-,-
20180508,-,-,-,8062,0,0,0,4178,3005,423,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8062,-,-,-,-,-,-,-,-
20180509,-,-,-,11039,0,0,0,7393,2777,387,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11039,-,-,-,-,-,-,-,-
20180510,-,-,-,9299,0,0,0,5430,2682,736,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9299,-,-,-,-,-,-,-,-
20180511,-,-,-,9028,0,0,0,5116,3277,232,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9028,-,-,-,-,-,-,-,-
20180512,-,-,-,6122,0,0,0,3291,2157,212,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6122,-,-,-,-,-,-,-,-
20180513,-,-,-,9499,0,0,0,5296,3386,423,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9499,-,-,-,-,-,-,-,-
20180514,-,-,-,6545,0,0,0,3590,2318,176,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6545,-,-,-,-,-,-,-,-
20180515,-,-,-,8413,0,0,0,4273,3327,408,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8413,-,-,-,-,-,-,-,-
20180516,-,-,-,8596,0,0,0,4657,2655,844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8596,-,-,-,-,-,-,-,-
20180517,-,-,-,7882,0,0,0,4452,2711,278,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7882,-,-,-,-,-,-,-,-
20180518,-,-,-,7604,0,0,0,4280,2742,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7604,-,-,-,-,-,-,-,-
20180519,-,-,-,6874,0,0,0,3150,3061,254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6874,-,-,-,-,-,-,-,-
