計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,食洗機,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
201712170000+0900,-,-,-,1048,0,0,0,6,334,0,40,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,-,-,11,-,-,-,-,-
201712170030+0900,-,-,-,1094,0,0,0,4,349,0,42,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,-,-,20,-,-,-,-,-
201712170100+0900,-,-,-,1132,0,0,0,47,332,0,44,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,-,-,51,-,-,-,-,-
201712170130+0900,-,-,-,1488,0,0,0,855,81,0,41,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,-,-,0,-,-,-,-,-
201712170200+0900,-,-,-,1352,0,0,0,904,0,0,42,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,-,-,0,-,-,-,-,-
201712170230+0900,-,-,-,1427,0,0,0,904,0,0,87,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,-,-,0,-,-,-,-,-
201712170300+0900,-,-,-,1556,0,0,0,904,0,0,126,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,-,-,0,-,-,-,-,-
201712170330+0900,-,-,-,1380,0,0,0,901,0,0,56,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,-,-,0,-,-,-,-,-
201712170400+0900,-,-,-,1347,0,0,0,902,0,0,54,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,-,-,0,-,-,-,-,-
201712170430+0900,-,-,-,1376,0,0,0,900,0,0,56,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,-,-,0,-,-,-,-,-
201712170500+0900,-,-,-,1604,0,0,0,899,0,0,45,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,-,-,0,-,-,-,-,-
201712170530+0900,-,-,-,1546,0,0,0,900,0,0,46,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,-,-,0,-,-,-,-,-
201712170600+0900,-,-,-,1756,0,0,0,892,0,0,43,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,-,-,0,-,-,-,-,-
201712170630+0900,-,-,-,1672,0,0,0,835,0,0,43,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,-,-,0,-,-,-,-,-
201712170700+0900,-,-,-,1963,0,364,14,784,0,0,69,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,-,-,10,-,-,-,-,-
201712170730+0900,-,-,-,1670,0,108,0,844,0,0,54,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,-,-,11,-,-,-,-,-
201712170800+0900,-,-,-,1724,0,0,0,860,0,0,43,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,-,-,18,-,-,-,-,-
201712170830+0900,-,-,-,1125,0,0,13,293,0,0,48,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,-,-,5,-,-,-,-,-
201712170900+0900,-,-,-,653,0,0,0,0,0,0,44,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,-,-,4,-,-,-,-,-
201712170930+0900,-,-,-,777,0,0,0,0,266,0,44,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,-,-,1,-,-,-,-,-
201712171000+0900,-,-,-,1266,0,0,0,0,564,0,46,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,-,-,2,-,-,-,-,-
201712171030+0900,-,-,-,1222,0,0,0,0,475,0,43,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,-,-,0,-,-,-,-,-
201712171100+0900,-,-,-,1228,0,0,0,0,478,0,52,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,-,-,0,-,-,-,-,-
201712171130+0900,-,-,-,1127,0,0,0,0,420,0,45,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,-,-,0,-,-,-,-,-
201712171200+0900,-,-,-,1054,0,0,0,0,297,0,41,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,-,-,0,-,-,-,-,-
201712171230+0900,-,-,-,900,0,0,0,0,123,0,41,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-,-,0,-,-,-,-,-
201712171300+0900,-,-,-,779,0,0,0,0,0,0,44,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,-,-,0,-,-,-,-,-
201712171330+0900,-,-,-,790,0,0,17,0,0,0,44,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,-,-,2,-,-,-,-,-
201712171400+0900,-,-,-,1054,0,0,0,0,0,0,41,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,-,-,21,-,-,-,-,-
201712171430+0900,-,-,-,730,0,0,0,0,0,0,43,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,-,-,0,-,-,-,-,-
201712171500+0900,-,-,-,777,0,0,0,0,0,0,44,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,-,-,0,-,-,-,-,-
201712171530+0900,-,-,-,748,0,0,0,0,0,0,41,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,-,-,0,-,-,-,-,-
201712171600+0900,-,-,-,762,0,0,0,0,0,0,41,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,-,-,0,-,-,-,-,-
201712171630+0900,-,-,-,766,0,0,0,0,0,0,46,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,-,-,2,-,-,-,-,-
201712171700+0900,-,-,-,1593,0,325,55,0,0,0,54,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,-,-,15,-,-,-,-,-
201712171730+0900,-,-,-,1786,0,399,118,0,385,0,65,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,-,-,25,-,-,-,-,-
201712171800+0900,-,-,-,1424,0,62,27,0,506,0,73,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,-,-,4,-,-,-,-,-
201712171830+0900,-,-,-,1298,0,0,0,0,481,0,74,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,-,-,34,-,-,-,-,-
201712171900+0900,-,-,-,1271,0,0,0,0,442,0,54,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,-,-,36,-,-,-,-,-
201712171930+0900,-,-,-,1175,0,0,0,0,374,0,50,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,-,-,0,-,-,-,-,-
201712172000+0900,-,-,-,1182,0,0,0,0,361,0,42,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,-,-,0,-,-,-,-,-
201712172030+0900,-,-,-,1141,0,0,0,0,357,0,39,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,-,-,0,-,-,-,-,-
201712172100+0900,-,-,-,1166,0,0,0,0,349,0,38,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,-,-,1,-,-,-,-,-
201712172130+0900,-,-,-,1140,0,0,0,0,354,0,42,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,-,-,0,-,-,-,-,-
201712172200+0900,-,-,-,1171,0,0,0,0,355,0,42,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,-,-,14,-,-,-,-,-
201712172230+0900,-,-,-,1088,0,0,0,0,351,0,40,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,-,-,0,-,-,-,-,-
201712172300+0900,-,-,-,1140,0,0,0,0,355,0,43,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,-,-,0,-,-,-,-,-
