計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,エアコン・リビング,洋室１階・エアコン,冷蔵庫・ダイニング,ダイニング等・テレビ照明,リビング等蓄電池,未使用,2階洋室　エアコン,2階洋室寝室　エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,11239,0,38,0,0,2722,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11239,-,-,-,-,-,-,-,-
20171102,-,-,-,11047,0,44,0,0,2794,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11047,-,-,-,-,-,-,-,-
20171103,-,-,-,10781,0,41,0,0,2758,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10781,-,-,-,-,-,-,-,-
20171104,-,-,-,11366,0,81,0,0,2738,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11366,-,-,-,-,-,-,-,-
20171105,-,-,-,10713,0,43,0,0,2411,567,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10713,-,-,-,-,-,-,-,-
20171106,-,-,-,8607,0,41,0,0,2558,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8607,-,-,-,-,-,-,-,-
20171107,-,-,-,10996,0,40,0,0,2877,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10996,-,-,-,-,-,-,-,-
20171108,-,-,-,12475,0,37,0,0,2692,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12475,-,-,-,-,-,-,-,-
20171109,-,-,-,11579,0,38,0,0,2879,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11579,-,-,-,-,-,-,-,-
20171110,-,-,-,10957,0,35,0,0,2787,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10957,-,-,-,-,-,-,-,-
20171111,-,-,-,10112,0,41,0,0,2641,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112,-,-,-,-,-,-,-,-
20171112,-,-,-,9976,0,44,0,0,2768,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9976,-,-,-,-,-,-,-,-
20171113,-,-,-,12292,0,32,0,211,2646,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12292,-,-,-,-,-,-,-,-
20171114,-,-,-,13375,0,46,0,0,2723,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13375,-,-,-,-,-,-,-,-
20171115,-,-,-,11628,0,43,0,1,2560,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11628,-,-,-,-,-,-,-,-
20171116,-,-,-,13355,0,45,0,0,2765,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13355,-,-,-,-,-,-,-,-
20171117,-,-,-,17179,0,45,0,814,2573,2307,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17179,-,-,-,-,-,-,-,-
20171118,-,-,-,13841,0,76,0,417,2526,1388,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13841,-,-,-,-,-,-,-,-
20171119,-,-,-,14530,0,39,0,1172,2517,1561,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14530,-,-,-,-,-,-,-,-
20171120,-,-,-,15125,0,34,0,1094,2505,2290,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15125,-,-,-,-,-,-,-,-
20171121,-,-,-,16801,0,73,0,1144,2554,2389,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16801,-,-,-,-,-,-,-,-
20171122,-,-,-,18171,0,42,0,1172,2615,2682,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18171,-,-,-,-,-,-,-,-
20171123,-,-,-,15195,0,37,0,983,2592,1913,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15195,-,-,-,-,-,-,-,-
20171124,-,-,-,17132,0,39,0,1375,2644,2434,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17132,-,-,-,-,-,-,-,-
20171125,-,-,-,15385,0,81,0,1392,2302,1584,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15385,-,-,-,-,-,-,-,-
20171126,-,-,-,16213,0,42,0,877,2486,1918,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16213,-,-,-,-,-,-,-,-
20171127,-,-,-,15014,0,71,0,942,2462,2303,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15014,-,-,-,-,-,-,-,-
20171128,-,-,-,15292,0,43,0,845,2724,1647,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15292,-,-,-,-,-,-,-,-
20171129,-,-,-,16152,0,44,0,285,2718,2445,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16152,-,-,-,-,-,-,-,-
20171130,-,-,-,15265,0,43,0,400,2769,2374,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15265,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
