計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,IHヒーター,2FAC・電灯コ・倉庫冷,キッチン冷蔵庫・電灯コ,リビング電灯コ・洗濯機,食洗機,未使用,座敷・縁側電灯コ・TV,和室（祖母）AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,18313,0,0,1558,2323,2011,8103,39,0,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18313,-,-,-,-,-,-,-,-
20180402,-,-,-,18402,0,0,1239,2025,2112,7873,717,0,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18402,-,-,-,-,-,-,-,-
20180403,-,-,-,15244,0,0,908,1974,2145,7827,705,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15244,-,-,-,-,-,-,-,-
20180404,-,-,-,18707,0,0,1878,1552,2173,8112,109,0,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18707,-,-,-,-,-,-,-,-
20180405,-,-,-,17779,0,0,1051,1940,2219,8917,1477,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17779,-,-,-,-,-,-,-,-
20180406,-,-,-,18625,0,0,1282,1447,2041,8737,755,0,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18625,-,-,-,-,-,-,-,-
20180407,-,-,-,18016,0,0,1488,2354,1754,9318,743,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18016,-,-,-,-,-,-,-,-
20180408,-,-,-,18557,0,0,676,3647,1731,7640,751,0,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18557,-,-,-,-,-,-,-,-
20180409,-,-,-,18635,0,0,1407,2786,1878,8090,729,0,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18635,-,-,-,-,-,-,-,-
20180410,-,-,-,15329,0,0,1023,1810,1918,8181,740,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15329,-,-,-,-,-,-,-,-
20180411,-,-,-,18046,0,0,2137,2102,2175,8001,740,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18046,-,-,-,-,-,-,-,-
20180412,-,-,-,8721,0,0,295,2089,1587,4553,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8721,-,-,-,-,-,-,-,-
20180413,-,-,-,8106,0,0,31,1730,1117,5197,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8106,-,-,-,-,-,-,-,-
20180414,-,-,-,17903,0,0,1160,2262,2299,9673,696,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17903,-,-,-,-,-,-,-,-
20180415,-,-,-,21387,0,0,1644,2432,2524,8861,856,0,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21387,-,-,-,-,-,-,-,-
20180416,-,-,-,18292,0,0,1043,2474,1905,8590,44,0,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18292,-,-,-,-,-,-,-,-
20180417,-,-,-,19022,0,0,1155,2878,2059,10018,720,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19022,-,-,-,-,-,-,-,-
20180418,-,-,-,17577,0,0,1323,1977,1848,7678,758,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17577,-,-,-,-,-,-,-,-
20180419,-,-,-,16329,0,0,1002,2264,1932,8357,734,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16329,-,-,-,-,-,-,-,-
20180420,-,-,-,12354,0,0,694,1657,1778,6609,42,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12354,-,-,-,-,-,-,-,-
20180421,-,-,-,15952,0,0,1353,2093,2033,7540,672,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15952,-,-,-,-,-,-,-,-
20180422,-,-,-,17686,0,0,682,2493,2088,7392,768,0,3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17686,-,-,-,-,-,-,-,-
