計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ・キッチン,冷蔵庫・洗濯機,炊飯器・ダイニング照明,エアコン・リビング,エアコン・２階,エアコン・２階,未使用,リビング・テレビ・照明,和室・洗面・風呂,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,12667,0,0,2224,863,0,0,0,0,5513,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12667,-,-,-,-,-,-,-,-
20171102,-,-,-,14744,0,182,2419,803,0,0,0,0,7096,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14744,-,-,-,-,-,-,-,-
20171103,-,-,-,21361,0,105,2568,1552,0,0,0,0,8134,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21361,-,-,-,-,-,-,-,-
20171104,-,-,-,20459,0,109,2498,1278,204,0,0,0,6416,2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20459,-,-,-,-,-,-,-,-
20171105,-,-,-,22463,0,41,2567,1640,3150,0,0,0,7701,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22463,-,-,-,-,-,-,-,-
20171106,-,-,-,15915,0,0,2206,1347,1878,0,0,0,6097,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15915,-,-,-,-,-,-,-,-
20171107,-,-,-,15412,0,120,2112,998,2081,0,0,0,5768,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15412,-,-,-,-,-,-,-,-
20171108,-,-,-,13665,0,0,2350,1081,87,0,0,0,5976,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,-,-,-,-,-,-,-,-
20171109,-,-,-,13328,0,0,2152,1092,0,0,0,0,5725,2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13328,-,-,-,-,-,-,-,-
20171110,-,-,-,15955,0,57,2260,968,387,0,0,0,7648,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15955,-,-,-,-,-,-,-,-
20171111,-,-,-,19039,0,120,2713,1550,2148,0,0,0,7406,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19039,-,-,-,-,-,-,-,-
20171112,-,-,-,27244,0,254,2776,1880,2791,854,0,0,8590,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27244,-,-,-,-,-,-,-,-
20171113,-,-,-,18013,0,70,2408,1327,1118,45,0,0,8472,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18013,-,-,-,-,-,-,-,-
20171114,-,-,-,16914,0,0,2287,1052,0,0,0,0,8846,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16914,-,-,-,-,-,-,-,-
20171115,-,-,-,15869,0,85,2236,1070,792,0,0,0,7235,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15869,-,-,-,-,-,-,-,-
20171116,-,-,-,19094,0,0,2338,1322,3579,54,0,0,7669,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19094,-,-,-,-,-,-,-,-
20171117,-,-,-,24330,0,79,2158,939,4338,52,0,0,7729,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24330,-,-,-,-,-,-,-,-
20171118,-,-,-,25795,0,74,2528,974,3666,993,0,0,6522,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25795,-,-,-,-,-,-,-,-
20171119,-,-,-,42161,0,118,2613,1946,5443,6822,0,0,8814,2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42161,-,-,-,-,-,-,-,-
20171120,-,-,-,24629,0,0,2091,1286,5912,91,0,0,5858,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24629,-,-,-,-,-,-,-,-
20171121,-,-,-,30501,0,81,2086,2734,8527,227,0,0,6745,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30501,-,-,-,-,-,-,-,-
20171122,-,-,-,26965,0,0,3258,1152,5502,41,0,0,6367,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26965,-,-,-,-,-,-,-,-
