計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,キッチン・冷蔵庫,未使用,照明・リビング,食器洗乾燥機・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,12867,19886,24284,1707,4852,0,0,2385,0,2030,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17265,-,-,-,-,-,-,-,-
20180402,-,-,-,13618,21210,25671,1929,4557,0,0,3127,0,1672,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18079,-,-,-,-,-,-,-,-
20180403,-,-,-,12487,19481,25731,2916,4552,0,0,2591,0,1967,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18737,-,-,-,-,-,-,-,-
20180404,-,-,-,12449,13499,19055,3273,4572,0,0,2179,0,1626,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18005,-,-,-,-,-,-,-,-
20180405,-,-,-,13417,7997,12101,2498,4375,0,0,2446,0,1819,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17521,-,-,-,-,-,-,-,-
20180406,-,-,-,16990,249,2422,2801,3844,565,0,2406,0,1883,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19163,-,-,-,-,-,-,-,-
20180407,-,-,-,16729,12490,19900,2589,6475,3354,0,1756,0,2344,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24139,-,-,-,-,-,-,-,-
20180408,-,-,-,17593,18000,26475,3086,5676,2634,0,2010,0,2318,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26068,-,-,-,-,-,-,-,-
20180409,-,-,-,12444,19650,25199,1953,3885,1026,0,2429,0,2046,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17993,-,-,-,-,-,-,-,-
20180410,-,-,-,16465,18835,25336,3382,8089,487,0,2531,0,1694,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22966,-,-,-,-,-,-,-,-
20180411,-,-,-,10015,8853,12768,1791,1983,0,0,2001,0,1692,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13930,-,-,-,-,-,-,-,-
20180412,-,-,-,12939,20926,25690,2693,4345,0,0,2608,0,1597,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17703,-,-,-,-,-,-,-,-
20180413,-,-,-,13533,21110,26246,2292,4780,0,0,3013,0,1863,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18669,-,-,-,-,-,-,-,-
20180414,-,-,-,13663,23,2108,1380,4011,0,0,1940,0,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15748,-,-,-,-,-,-,-,-
20180415,-,-,-,12049,9672,18420,1130,3673,0,0,1972,0,1887,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20797,-,-,-,-,-,-,-,-
20180416,-,-,-,13690,18728,23487,2936,4653,0,0,2540,0,1763,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18449,-,-,-,-,-,-,-,-
20180417,-,-,-,14493,1655,4552,1684,4504,0,0,2182,0,1802,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17390,-,-,-,-,-,-,-,-
20180418,-,-,-,10844,21391,26991,1554,4253,0,0,2041,0,1762,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16444,-,-,-,-,-,-,-,-
20180419,-,-,-,11794,23807,28247,1506,4392,0,0,1929,0,1792,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16234,-,-,-,-,-,-,-,-
20180420,-,-,-,10408,23248,27008,1473,3176,0,0,1975,0,1652,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14168,-,-,-,-,-,-,-,-
20180421,-,-,-,8879,22696,27638,1005,3525,0,0,2124,0,1690,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13821,-,-,-,-,-,-,-,-
20180422,-,-,-,11234,19173,25304,2560,3892,0,0,2245,0,1912,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17365,-,-,-,-,-,-,-,-
20180423,-,-,-,12414,10625,14290,1828,3737,0,0,2722,0,1563,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16079,-,-,-,-,-,-,-,-
20180424,-,-,-,15643,190,1845,2990,2680,0,0,2596,0,1863,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17298,-,-,-,-,-,-,-,-
20180425,-,-,-,13210,4575,8001,1944,4055,0,0,2216,0,1642,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16636,-,-,-,-,-,-,-,-
20180426,-,-,-,16380,18324,23207,2078,8588,0,0,2048,0,1607,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21263,-,-,-,-,-,-,-,-
20180427,-,-,-,9529,21782,26369,2190,1920,0,0,2194,0,1652,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14116,-,-,-,-,-,-,-,-
20180428,-,-,-,12050,21766,26870,1394,4209,0,0,3302,0,1549,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17154,-,-,-,-,-,-,-,-
20180429,-,-,-,12317,21356,27048,825,4231,0,0,2433,0,2001,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18009,-,-,-,-,-,-,-,-
20180430,-,-,-,11580,18604,22839,1282,3908,0,0,2049,0,1650,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15815,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
