計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IHクッキングヒーター,エコキュート,寝室（娘）照明コンセント,LDK　TV　照明,冷蔵庫,未使用,洗濯機　電子レンジ,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,0,30260,4241,153,12892,7544,8914,1916,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171202,-,-,-,0,32955,3,720,8248,26189,11455,1957,0,5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171203,-,-,-,0,32345,0,814,10503,21016,10851,2143,0,5476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171204,-,-,-,0,29262,0,694,9498,18360,10785,1873,0,4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171205,-,-,-,0,34789,906,783,10370,26763,8943,1879,0,5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171206,-,-,-,0,36909,0,198,8690,36538,9671,1862,0,5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171207,-,-,-,0,36516,0,522,14077,22632,10764,2213,0,5428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171208,-,-,-,0,41458,4244,0,15559,23391,11108,1959,0,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171209,-,-,-,0,31298,1155,210,13297,14393,10126,1880,0,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171210,-,-,-,0,38441,0,0,7905,40775,11040,2306,0,4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171211,-,-,-,0,29387,0,0,9686,21285,9830,2214,0,3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171212,-,-,-,0,35915,1081,0,12636,25641,9581,1912,0,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171213,-,-,-,0,45888,2693,0,19679,29357,7485,2299,0,5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
20171214,-,-,-,0,32391,0,0,9693,26625,10053,1836,0,4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,280,-,-,-,-,-
20171215,-,-,-,0,37163,728,0,11936,29974,10152,1984,0,4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1115,-,-,-,-,-
20171216,-,-,-,0,35117,626,0,12829,23387,9999,2275,0,5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1279,-,-,-,-,-
20171217,-,-,-,0,35826,1812,822,6085,32398,10326,2095,0,6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,782,-,-,-,-,-
20171218,-,-,-,0,36321,0,89,15376,24873,7205,1791,0,4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,892,-,-,-,-,-
20171219,-,-,-,0,37738,1126,233,12224,28077,10144,2372,0,4930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1051,-,-,-,-,-
20171220,-,-,-,0,39782,794,477,15338,27231,9534,1793,0,4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1763,-,-,-,-,-
20171221,-,-,-,0,31068,324,0,13895,17228,8051,1817,0,3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1073,-,-,-,-,-
20171222,-,-,-,0,33883,890,400,12109,21038,10145,2245,0,4595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,668,-,-,-,-,-
20171223,-,-,-,0,31598,1348,64,11700,18737,9112,1956,0,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,821,-,-,-,-,-
