計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,1F照明,リビング照明,主寝室エアコン,リビングエアコン,冷蔵庫・洗濯機,リビングTV・電子レンジ,未使用,ユニットバス,１Ｆトイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,9288,0,208,0,0,0,3407,3317,0,19,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9288,-,-,-,-,-,-,-,-
20180602,-,-,-,8901,0,153,4,0,0,3464,2998,0,17,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8901,-,-,-,-,-,-,-,-
20180603,-,-,-,8561,0,218,6,0,0,3372,2680,0,56,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8561,-,-,-,-,-,-,-,-
20180604,-,-,-,9244,0,194,0,0,0,3725,3124,0,21,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9244,-,-,-,-,-,-,-,-
20180605,-,-,-,8663,0,168,5,0,0,3289,2806,0,22,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8663,-,-,-,-,-,-,-,-
20180606,-,-,-,9406,0,414,22,0,0,3591,2936,0,31,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9406,-,-,-,-,-,-,-,-
20180607,-,-,-,9586,0,240,7,0,0,3953,3158,0,22,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9586,-,-,-,-,-,-,-,-
20180608,-,-,-,9459,0,327,3,0,0,3950,3012,0,35,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9459,-,-,-,-,-,-,-,-
20180609,-,-,-,9000,0,426,28,0,0,4244,2202,0,43,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,-,-,-,-,-,-,-,-
20180610,-,-,-,8912,0,207,0,0,0,4111,2514,0,26,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8912,-,-,-,-,-,-,-,-
20180611,-,-,-,9283,0,260,0,0,0,3717,2927,0,32,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9283,-,-,-,-,-,-,-,-
20180612,-,-,-,9234,0,357,0,0,0,3389,3107,0,26,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9234,-,-,-,-,-,-,-,-
20180613,-,-,-,8260,0,219,0,0,0,3302,2442,0,54,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8260,-,-,-,-,-,-,-,-
20180614,-,-,-,9461,0,282,91,0,0,3561,3072,0,47,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9461,-,-,-,-,-,-,-,-
20180615,-,-,-,7920,0,115,31,0,0,3582,2166,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,-,-,-,-,-,-,-,-
20180616,-,-,-,9383,0,463,0,0,0,3787,2836,0,37,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9383,-,-,-,-,-,-,-,-
20180617,-,-,-,10000,0,363,3,0,0,3914,3236,0,25,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,-,-,-,-,-,-,-,-
20180618,-,-,-,9731,0,66,2,0,0,4156,3204,0,24,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9731,-,-,-,-,-,-,-,-
20180619,-,-,-,10238,0,708,21,0,0,4038,3137,0,21,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10238,-,-,-,-,-,-,-,-
