計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯冷蔵台所照明レンジ,未使用,未使用,未使用,リビング照明,換気扇・浴室,未使用,２階寝室照明,２階照明･Ｌエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,4721,0,1772,0,0,0,1299,0,0,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721,-,-,-,-,-,-,-,-
20171202,-,-,-,10713,0,1953,0,0,0,1686,1414,0,0,5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10713,-,-,-,-,-,-,-,-
20171203,-,-,-,3358,0,1776,0,0,0,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3358,-,-,-,-,-,-,-,-
20171204,-,-,-,6638,0,1734,0,0,0,2123,0,0,1,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6638,-,-,-,-,-,-,-,-
20171205,-,-,-,5034,0,1892,0,0,0,1448,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034,-,-,-,-,-,-,-,-
20171206,-,-,-,8005,0,1910,0,0,0,1325,257,0,0,4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,-,-,-,-,-,-,-,-
20171207,-,-,-,9184,0,1888,0,0,0,1407,0,0,1,5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9184,-,-,-,-,-,-,-,-
20171208,-,-,-,4539,0,1836,0,0,0,1292,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,-,-,-,-,-,-,-,-
20171209,-,-,-,12181,0,2254,0,0,0,2313,1121,0,7,6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12181,-,-,-,-,-,-,-,-
20171210,-,-,-,10296,0,2353,0,0,0,1370,0,0,8,6550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10296,-,-,-,-,-,-,-,-
20171211,-,-,-,10089,0,1885,0,0,0,1649,0,0,0,6546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10089,-,-,-,-,-,-,-,-
20171212,-,-,-,16687,0,2537,0,0,0,2438,0,0,15,11579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16687,-,-,-,-,-,-,-,-
20171213,-,-,-,14814,0,2882,0,0,0,1751,857,0,2,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14814,-,-,-,-,-,-,-,-
20171214,-,-,-,10218,0,2191,0,0,0,1713,0,0,3,6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10218,-,-,-,-,-,-,-,-
20171215,-,-,-,8168,0,2202,0,0,0,1552,929,0,1,3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8168,-,-,-,-,-,-,-,-
20171216,-,-,-,9778,0,1988,0,0,0,1439,0,0,2,6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9778,-,-,-,-,-,-,-,-
20171217,-,-,-,14208,0,2201,0,0,0,1954,347,0,1,9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14208,-,-,-,-,-,-,-,-
20171218,-,-,-,9993,0,1806,0,0,0,1206,0,0,2,7051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9993,-,-,-,-,-,-,-,-
