計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器乾燥機冷蔵庫,未使用,未使用,未使用,エアコン・リビング,エアコン・和室,未使用,リビング・照明・テレビ,和室玄関ローカ照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,8699,0,4050,0,0,0,0,0,0,4507,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8699,-,-,-,-,-,-,-,-
20171002,-,-,-,10366,0,4100,0,0,0,0,0,0,6149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10366,-,-,-,-,-,-,-,-
20171003,-,-,-,9328,0,4623,0,0,0,0,0,0,4593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328,-,-,-,-,-,-,-,-
20171004,-,-,-,9442,0,3692,0,0,0,0,0,0,5564,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9442,-,-,-,-,-,-,-,-
20171005,-,-,-,8056,0,3658,0,0,0,0,0,0,4264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056,-,-,-,-,-,-,-,-
20171006,-,-,-,9004,0,3546,0,0,0,0,0,0,5100,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9004,-,-,-,-,-,-,-,-
20171007,-,-,-,9023,0,3426,0,0,0,797,0,0,4425,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9023,-,-,-,-,-,-,-,-
20171008,-,-,-,14616,0,5272,0,0,0,826,2926,0,5170,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14616,-,-,-,-,-,-,-,-
20171009,-,-,-,12562,0,4835,0,0,0,495,361,0,6595,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12562,-,-,-,-,-,-,-,-
20171010,-,-,-,9607,0,3729,0,0,0,477,0,0,5270,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9607,-,-,-,-,-,-,-,-
20171011,-,-,-,10586,0,4718,0,0,0,1084,381,0,4212,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10586,-,-,-,-,-,-,-,-
20171012,-,-,-,9444,0,4148,0,0,0,227,0,0,4955,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9444,-,-,-,-,-,-,-,-
20171013,-,-,-,9580,0,3838,0,0,0,0,0,0,5578,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9580,-,-,-,-,-,-,-,-
20171014,-,-,-,12461,0,4202,0,0,0,0,2155,0,5909,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12461,-,-,-,-,-,-,-,-
20171015,-,-,-,9216,0,3633,0,0,0,0,0,0,5414,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,-,-,-,-,-,-,-,-
