計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,2Fエアコン,洗濯機冷蔵庫,IHクッキングヒーター,エコキュート,エアコン・主寝室,キッチンリビング・電灯,未使用,キッチンコンセント,和室エアコン2,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,18714,0,476,654,407,6423,103,2718,0,1152,2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18714,-,-,462,-,-,-,-,-
20180302,-,-,-,21894,0,879,538,489,6665,183,3798,0,1084,4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21894,-,-,540,-,-,-,-,-
20180303,-,-,-,21589,0,750,515,594,4360,215,4477,0,1142,3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21589,-,-,487,-,-,-,-,-
20180304,-,-,-,19019,0,680,624,717,7092,136,3763,0,1198,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19019,-,-,489,-,-,-,-,-
20180305,-,-,-,15885,0,487,756,325,4083,93,2987,0,1195,3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15885,-,-,413,-,-,-,-,-
20180306,-,-,-,24901,0,612,569,452,5924,159,7325,0,1203,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24901,-,-,564,-,-,-,-,-
20180307,-,-,-,25709,0,596,574,831,7109,134,4715,0,1102,3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25709,-,-,437,-,-,-,-,-
20180308,-,-,-,21995,0,477,680,501,4253,164,6313,0,1206,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21995,-,-,415,-,-,-,-,-
20180309,-,-,-,22992,0,859,526,341,6845,220,3869,0,1048,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22992,-,-,448,-,-,-,-,-
20180310,-,-,-,25922,0,470,514,680,5198,365,8091,0,1078,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25922,-,-,619,-,-,-,-,-
20180311,-,-,-,22587,0,833,615,433,10306,215,4621,0,971,2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22587,-,-,517,-,-,-,-,-
20180312,-,-,-,25037,0,812,572,556,5881,190,7202,0,1151,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25037,-,-,421,-,-,-,-,-
20180313,-,-,-,17622,0,580,767,1034,5848,144,3417,0,1120,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17622,-,-,435,-,-,-,-,-
20180314,-,-,-,15333,0,387,560,565,5348,155,2224,0,1120,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15333,-,-,463,-,-,-,-,-
20180315,-,-,-,17511,0,754,612,731,5742,0,3390,0,1321,3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17511,-,-,552,-,-,-,-,-
20180316,-,-,-,23871,0,724,858,410,5514,80,5410,0,1193,3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23871,-,-,532,-,-,-,-,-
20180317,-,-,-,11108,0,0,471,100,6272,0,1152,0,849,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11108,-,-,26,-,-,-,-,-
20180318,-,-,-,3395,0,0,521,0,1134,0,530,0,978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395,-,-,0,-,-,-,-,-
20180319,-,-,-,3302,0,0,557,0,1315,0,501,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302,-,-,0,-,-,-,-,-
20180320,-,-,-,4064,0,0,552,0,1969,0,506,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4064,-,-,0,-,-,-,-,-
20180321,-,-,-,4186,0,0,442,0,2469,0,527,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186,-,-,0,-,-,-,-,-
20180322,-,-,-,8946,0,0,520,0,2256,26,1722,0,931,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946,-,-,388,-,-,-,-,-
20180323,-,-,-,32923,0,776,537,621,8612,89,3045,0,1157,6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32923,-,-,569,-,-,-,-,-
20180324,-,-,-,19786,0,935,729,962,7172,124,3369,0,1212,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19786,-,-,480,-,-,-,-,-
20180325,-,-,-,18098,0,274,652,221,5840,55,4095,0,1022,2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18098,-,-,151,-,-,-,-,-
20180326,-,-,-,17596,0,836,739,1445,2988,179,5962,0,1218,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17596,-,-,472,-,-,-,-,-
20180327,-,-,-,20061,0,748,523,867,6119,100,4638,0,1245,3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20061,-,-,499,-,-,-,-,-
20180328,-,-,-,23078,0,627,703,1150,4997,0,8137,0,1357,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23078,-,-,467,-,-,-,-,-
20180329,-,-,-,16441,0,456,740,302,5153,8,4043,0,1210,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16441,-,-,484,-,-,-,-,-
20180330,-,-,-,15042,0,679,729,389,5043,142,2580,0,1347,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15042,-,-,463,-,-,-,-,-
20180331,-,-,-,11006,0,87,644,96,5601,21,1612,0,1187,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11006,-,-,49,-,-,-,-,-
