計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,2Fエアコン,洗濯機冷蔵庫,IHクッキングヒーター,エコキュート,エアコン・主寝室,キッチンリビング・電灯,未使用,キッチンコンセント,和室エアコン2,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,11439,0,843,907,374,1047,156,2488,0,1275,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11439,-,-,361,-,-,-,-,-
20180402,-,-,-,15606,0,589,1208,139,5090,183,2775,0,1490,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15606,-,-,401,-,-,-,-,-
20180403,-,-,-,14702,0,560,1069,253,4225,66,3084,0,1461,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14702,-,-,394,-,-,-,-,-
20180404,-,-,-,15129,0,494,866,527,3967,194,3150,0,1545,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15129,-,-,448,-,-,-,-,-
20180405,-,-,-,15257,0,621,885,432,4347,139,2520,0,1413,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15257,-,-,389,-,-,-,-,-
20180406,-,-,-,16318,0,378,801,528,3381,0,4826,0,1507,4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,-,-,94,-,-,-,-,-
20180407,-,-,-,15883,0,301,625,316,3229,121,4157,0,1162,3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15883,-,-,504,-,-,-,-,-
20180408,-,-,-,19155,0,706,511,267,6417,241,2281,0,1114,3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19155,-,-,428,-,-,-,-,-
20180409,-,-,-,17902,0,623,675,208,5444,43,3406,0,1170,3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17902,-,-,542,-,-,-,-,-
20180410,-,-,-,18280,0,880,777,707,4892,149,3160,0,1535,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18280,-,-,519,-,-,-,-,-
