計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・キッチン,ＩＨ・キッチン,台所照明冷蔵炊飯TV,洗濯機電子レンジ,未使用,キッチン・トースター,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,13212,0,842,920,4700,8119,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13212,-,-,-,-,-,-,-,-
20180302,-,-,-,10561,0,0,1168,2888,9477,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10561,-,-,-,-,-,-,-,-
20180303,-,-,-,11654,0,338,2048,4985,15379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11654,-,-,-,-,-,-,-,-
20180304,-,-,-,10181,0,0,2345,6426,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10181,-,-,-,-,-,-,-,-
20180305,-,-,-,9299,0,1273,1720,4905,2991,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9299,-,-,-,-,-,-,-,-
20180306,-,-,-,7200,0,519,1337,4512,7435,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,-,-,-,-,-,-,-,-
20180307,-,-,-,8768,0,410,1263,4876,8490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8768,-,-,-,-,-,-,-,-
20180308,-,-,-,10212,0,192,1117,4422,3360,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10212,-,-,-,-,-,-,-,-
20180309,-,-,-,13798,0,2436,827,4630,11197,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13798,-,-,-,-,-,-,-,-
20180310,-,-,-,12971,0,2318,1028,4456,10841,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12971,-,-,-,-,-,-,-,-
20180311,-,-,-,7162,0,1089,469,3100,7194,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7162,-,-,-,-,-,-,-,-
20180312,-,-,-,9816,0,1682,2531,4704,3115,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9816,-,-,-,-,-,-,-,-
20180313,-,-,-,8143,0,785,883,4450,5318,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8143,-,-,-,-,-,-,-,-
20180314,-,-,-,8074,0,1047,753,4103,2589,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074,-,-,-,-,-,-,-,-
20180315,-,-,-,8277,0,2224,1324,4071,4399,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8277,-,-,-,-,-,-,-,-
20180316,-,-,-,11094,0,2432,2722,5173,2845,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11094,-,-,-,-,-,-,-,-
20180317,-,-,-,7184,0,286,2034,4355,7657,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7184,-,-,-,-,-,-,-,-
20180318,-,-,-,5998,0,688,1408,3711,7440,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5998,-,-,-,-,-,-,-,-
20180319,-,-,-,7158,0,68,1087,5028,3931,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7158,-,-,-,-,-,-,-,-
20180320,-,-,-,7825,0,930,1273,3486,2445,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7825,-,-,-,-,-,-,-,-
20180321,-,-,-,8260,0,310,1453,4666,1554,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8260,-,-,-,-,-,-,-,-
20180322,-,-,-,7742,0,2149,1347,3570,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7742,-,-,-,-,-,-,-,-
20180323,-,-,-,8556,0,1082,555,4063,6849,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8556,-,-,-,-,-,-,-,-
20180324,-,-,-,9620,0,1382,2158,5457,8679,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9620,-,-,-,-,-,-,-,-
20180325,-,-,-,9733,0,1155,1204,5338,2849,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9733,-,-,-,-,-,-,-,-
20180326,-,-,-,6854,0,0,901,4262,3794,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6854,-,-,-,-,-,-,-,-
20180327,-,-,-,5621,0,0,1246,3529,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5621,-,-,-,-,-,-,-,-
20180328,-,-,-,5312,0,0,504,2953,1398,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312,-,-,-,-,-,-,-,-
20180329,-,-,-,6231,0,317,1708,3305,1399,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6231,-,-,-,-,-,-,-,-
