計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,北東間エアコン,食洗機,浄水器,IH,LK電源・レンジ・冷蔵庫,リビングエアコン,未使用,洗濯機・脱衣所コンセント,主寝室エアコン・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,24765,0,0,3368,2593,1811,4587,917,0,5221,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24765,-,-,-,-,-,-,-,-
20180402,-,-,-,27552,0,425,5928,2915,3710,7165,637,0,4961,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27552,-,-,-,-,-,-,-,-
20180403,-,-,-,25223,0,0,4046,3177,2203,6629,797,0,5204,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25223,-,-,-,-,-,-,-,-
20180404,-,-,-,25671,0,0,3908,2818,1930,6233,848,0,5224,2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25671,-,-,-,-,-,-,-,-
20180405,-,-,-,30737,0,0,5349,2605,4044,5668,732,0,5072,8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30737,-,-,-,-,-,-,-,-
20180406,-,-,-,26255,0,0,3622,2787,2633,8342,0,0,5012,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26255,-,-,-,-,-,-,-,-
20180407,-,-,-,38794,0,969,8050,2891,4203,6544,8521,0,5201,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38794,-,-,-,-,-,-,-,-
20180408,-,-,-,30067,0,1334,4003,2772,1788,5151,5379,0,5206,3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067,-,-,-,-,-,-,-,-
20180409,-,-,-,30674,0,330,3616,2805,3689,6154,2814,0,5105,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30674,-,-,-,-,-,-,-,-
20180410,-,-,-,26838,0,0,4301,2862,2907,6641,1362,0,5038,3837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26838,-,-,-,-,-,-,-,-
20180411,-,-,-,28103,0,0,3887,2921,3699,6037,0,0,5263,4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28103,-,-,-,-,-,-,-,-
20180412,-,-,-,26826,0,0,4838,2777,4115,4864,0,0,5432,3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26826,-,-,-,-,-,-,-,-
20180413,-,-,-,27099,0,0,4931,3086,3010,6072,1370,0,5050,4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27099,-,-,-,-,-,-,-,-
20180414,-,-,-,22051,0,0,3200,2643,329,5777,248,0,4886,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22051,-,-,-,-,-,-,-,-
20180415,-,-,-,24288,0,1170,4879,2809,1226,5647,822,0,4887,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24288,-,-,-,-,-,-,-,-
20180416,-,-,-,28036,0,545,5001,3115,5379,5551,2182,0,4872,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28036,-,-,-,-,-,-,-,-
20180417,-,-,-,30003,0,724,8519,2754,2088,7561,2015,0,4777,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30003,-,-,-,-,-,-,-,-
20180418,-,-,-,27992,0,359,4775,2756,1881,6101,1816,0,5125,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27992,-,-,-,-,-,-,-,-
