計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンAC,一階寝室AC,２階寝室AC,リビング電灯冷蔵庫,洗濯機,２階離れAC２台,未使用,２階洋室AC,２階電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,25185,0,580,279,2633,13716,1638,4619,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25185,-,-,-,-,-,-,-,-
20180202,-,-,-,31000,0,398,298,6238,12991,2342,7118,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31000,-,-,-,-,-,-,-,-
20180203,-,-,-,34232,0,394,555,8410,12198,2465,8546,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34232,-,-,-,-,-,-,-,-
20180204,-,-,-,39477,0,335,458,7680,11255,4592,10300,0,1598,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39477,-,-,-,-,-,-,-,-
20180205,-,-,-,36143,0,1664,518,5159,13827,4394,8755,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36143,-,-,-,-,-,-,-,-
20180206,-,-,-,37793,0,764,353,4623,13544,4459,12358,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37793,-,-,-,-,-,-,-,-
20180207,-,-,-,36077,0,600,398,9356,13715,3681,5459,0,0,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36077,-,-,-,-,-,-,-,-
20180208,-,-,-,37532,0,1632,662,8982,12446,3351,8236,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37532,-,-,-,-,-,-,-,-
20180209,-,-,-,28181,0,425,1184,1683,12825,2518,8115,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28181,-,-,-,-,-,-,-,-
20180210,-,-,-,24964,0,483,1611,2408,12037,1429,5371,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24964,-,-,-,-,-,-,-,-
20180211,-,-,-,31042,0,750,371,4096,11875,2913,9455,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31042,-,-,-,-,-,-,-,-
20180212,-,-,-,38221,0,1957,1180,3010,13130,3324,13477,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38221,-,-,-,-,-,-,-,-
20180213,-,-,-,30458,0,1424,1882,2026,12447,2626,8223,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30458,-,-,-,-,-,-,-,-
20180214,-,-,-,31629,0,1687,857,1490,13707,2307,9396,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31629,-,-,-,-,-,-,-,-
20180215,-,-,-,22537,0,398,1316,0,13230,1274,4683,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22537,-,-,-,-,-,-,-,-
20180216,-,-,-,24739,0,513,1093,1562,12331,1847,5466,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24739,-,-,-,-,-,-,-,-
20180217,-,-,-,25982,0,524,603,3298,11767,2219,6084,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25982,-,-,-,-,-,-,-,-
20180218,-,-,-,24279,0,320,305,1527,10819,2419,6272,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24279,-,-,-,-,-,-,-,-
20180219,-,-,-,24269,0,381,730,1078,13825,1358,5409,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24269,-,-,-,-,-,-,-,-
20180220,-,-,-,21235,0,708,149,1787,12373,1306,3468,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21235,-,-,-,-,-,-,-,-
20180221,-,-,-,20166,0,740,425,0,13212,1341,2924,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20166,-,-,-,-,-,-,-,-
20180222,-,-,-,19834,0,330,258,0,12589,1606,3597,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19834,-,-,-,-,-,-,-,-
20180223,-,-,-,20175,0,507,606,763,12330,2038,2597,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20175,-,-,-,-,-,-,-,-
20180224,-,-,-,21991,0,498,843,1237,11690,2168,2619,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21991,-,-,-,-,-,-,-,-
20180225,-,-,-,26519,0,413,455,1071,12315,1289,4486,0,0,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26519,-,-,-,-,-,-,-,-
20180226,-,-,-,17398,0,339,658,2607,9878,1217,120,0,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17398,-,-,-,-,-,-,-,-
20180227,-,-,-,16213,0,359,150,994,11794,1679,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16213,-,-,-,-,-,-,-,-
20180228,-,-,-,21462,0,403,245,453,12710,1090,3361,0,0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21462,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
