計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンAC,一階寝室AC,２階寝室AC,リビング電灯冷蔵庫,洗濯機,２階離れAC２台,未使用,２階洋室AC,２階電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,17709,0,471,1,188,13763,884,34,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17709,-,-,-,-,-,-,-,-
20180402,-,-,-,16611,0,336,0,83,13432,938,59,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16611,-,-,-,-,-,-,-,-
20180403,-,-,-,17818,0,391,0,206,13983,1055,313,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17818,-,-,-,-,-,-,-,-
20180404,-,-,-,14676,0,240,0,0,12247,865,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14676,-,-,-,-,-,-,-,-
20180405,-,-,-,17378,0,310,0,0,14311,928,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17378,-,-,-,-,-,-,-,-
20180406,-,-,-,20568,0,393,0,0,14770,943,343,0,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20568,-,-,-,-,-,-,-,-
20180407,-,-,-,29488,0,332,17,3070,13047,1060,7633,0,0,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29488,-,-,-,-,-,-,-,-
20180408,-,-,-,23280,0,508,0,0,11675,1145,5129,0,0,3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23280,-,-,-,-,-,-,-,-
20180409,-,-,-,16353,0,321,0,0,12879,1112,412,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16353,-,-,-,-,-,-,-,-
20180410,-,-,-,16976,0,414,0,0,14117,1107,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16976,-,-,-,-,-,-,-,-
20180411,-,-,-,17328,0,364,0,0,14674,984,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17328,-,-,-,-,-,-,-,-
20180412,-,-,-,17350,0,559,0,0,13972,894,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17350,-,-,-,-,-,-,-,-
20180413,-,-,-,15994,0,284,0,0,13067,899,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15994,-,-,-,-,-,-,-,-
20180414,-,-,-,18446,0,346,0,0,15128,956,576,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18446,-,-,-,-,-,-,-,-
20180415,-,-,-,22147,0,563,0,0,14653,1194,2300,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22147,-,-,-,-,-,-,-,-
20180416,-,-,-,17302,0,504,0,0,13442,1229,634,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17302,-,-,-,-,-,-,-,-
20180417,-,-,-,20015,0,581,0,0,13713,1230,2311,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20015,-,-,-,-,-,-,-,-
20180418,-,-,-,17213,0,531,0,0,13078,1203,786,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17213,-,-,-,-,-,-,-,-
20180419,-,-,-,19659,0,466,0,0,15111,1011,415,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19659,-,-,-,-,-,-,-,-
20180420,-,-,-,16777,0,404,0,0,12863,975,1392,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16777,-,-,-,-,-,-,-,-
20180421,-,-,-,16782,0,370,0,0,13226,1017,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16782,-,-,-,-,-,-,-,-
20180422,-,-,-,18876,0,295,0,609,13577,727,464,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18876,-,-,-,-,-,-,-,-
20180423,-,-,-,18148,0,436,0,277,14087,979,51,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18148,-,-,-,-,-,-,-,-
20180424,-,-,-,19001,0,568,0,249,14938,1090,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19001,-,-,-,-,-,-,-,-
20180425,-,-,-,20573,0,754,0,0,13692,1136,1879,0,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20573,-,-,-,-,-,-,-,-
20180426,-,-,-,17411,0,1168,0,0,11672,1042,890,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17411,-,-,-,-,-,-,-,-
