計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンAC,一階寝室AC,２階寝室AC,リビング電灯冷蔵庫,洗濯機,２階離れAC２台,未使用,２階洋室AC,２階電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,19384,0,488,0,0,14091,983,17,0,0,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19384,-,-,-,-,-,-,-,-
20180502,-,-,-,19361,0,352,0,106,13953,993,0,0,0,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19361,-,-,-,-,-,-,-,-
20180503,-,-,-,18069,0,339,0,0,12191,818,0,0,0,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18069,-,-,-,-,-,-,-,-
20180504,-,-,-,21456,0,1060,0,0,13518,671,1862,0,0,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21456,-,-,-,-,-,-,-,-
20180505,-,-,-,19388,0,432,0,0,13355,996,731,0,0,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19388,-,-,-,-,-,-,-,-
20180506,-,-,-,19371,0,298,0,0,13351,982,1744,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19371,-,-,-,-,-,-,-,-
20180507,-,-,-,17361,0,407,0,0,13772,921,192,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17361,-,-,-,-,-,-,-,-
20180508,-,-,-,17984,0,416,0,0,14060,902,1307,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17984,-,-,-,-,-,-,-,-
20180509,-,-,-,18232,0,452,0,0,12356,874,1932,0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18232,-,-,-,-,-,-,-,-
20180510,-,-,-,19660,0,359,0,0,12608,895,2315,0,0,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19660,-,-,-,-,-,-,-,-
20180511,-,-,-,18069,0,289,0,145,14220,1086,925,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18069,-,-,-,-,-,-,-,-
20180512,-,-,-,17409,0,410,0,229,13946,999,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17409,-,-,-,-,-,-,-,-
20180513,-,-,-,20035,0,367,0,266,16402,1183,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,-,-,-,-,-,-,-,-
20180514,-,-,-,19272,0,361,0,664,15700,973,298,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19272,-,-,-,-,-,-,-,-
20180515,-,-,-,20062,0,529,0,845,15341,871,1078,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20062,-,-,-,-,-,-,-,-
20180516,-,-,-,19328,0,392,0,671,14147,656,2135,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19328,-,-,-,-,-,-,-,-
20180517,-,-,-,22604,0,999,0,906,15240,746,2500,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22604,-,-,-,-,-,-,-,-
20180518,-,-,-,26274,0,1696,0,1072,17781,870,3055,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26274,-,-,-,-,-,-,-,-
20180519,-,-,-,18922,0,596,0,72,14882,792,84,0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18922,-,-,-,-,-,-,-,-
20180520,-,-,-,18601,0,546,0,0,14543,829,227,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18601,-,-,-,-,-,-,-,-
20180521,-,-,-,19029,0,392,0,227,15856,916,370,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19029,-,-,-,-,-,-,-,-
20180522,-,-,-,19766,0,800,0,648,14526,785,1679,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19766,-,-,-,-,-,-,-,-
20180523,-,-,-,19640,0,642,0,306,15573,872,944,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19640,-,-,-,-,-,-,-,-
20180524,-,-,-,17053,0,295,0,303,13419,755,956,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17053,-,-,-,-,-,-,-,-
