計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・和室,キッチン　炊飯器　レンジ,ＩＨ・キッチン,外冷蔵庫　ポンプ電球,エアコン・主寝室,キッチン・冷蔵庫 　TV,未使用,照明・リビング,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,13192,0,859,1249,619,662,0,3256,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13192,-,-,-,-,-,-,-,-
20180202,-,-,-,14743,0,762,1580,1142,573,0,2870,0,175,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14743,-,-,-,-,-,-,-,-
20180203,-,-,-,15844,0,934,1418,1607,623,0,4358,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15844,-,-,-,-,-,-,-,-
20180204,-,-,-,15989,0,943,1341,974,515,0,4986,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15989,-,-,-,-,-,-,-,-
20180205,-,-,-,15034,0,1024,1352,1397,586,0,3442,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15034,-,-,-,-,-,-,-,-
20180206,-,-,-,16853,0,1264,1595,1485,612,0,3563,0,201,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16853,-,-,-,-,-,-,-,-
20180207,-,-,-,14654,0,975,1083,1530,596,0,3641,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14654,-,-,-,-,-,-,-,-
20180208,-,-,-,14840,0,786,1419,953,539,0,3769,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14840,-,-,-,-,-,-,-,-
20180209,-,-,-,15263,0,661,1478,825,822,0,3942,0,251,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15263,-,-,-,-,-,-,-,-
20180210,-,-,-,15063,0,770,1220,1055,865,0,4106,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15063,-,-,-,-,-,-,-,-
20180211,-,-,-,13802,0,831,993,585,1002,0,3413,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13802,-,-,-,-,-,-,-,-
20180212,-,-,-,14206,0,978,1278,882,594,0,3420,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14206,-,-,-,-,-,-,-,-
20180213,-,-,-,19472,0,2676,1502,2283,652,0,4246,0,376,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19472,-,-,-,-,-,-,-,-
20180214,-,-,-,14405,0,827,1255,1077,711,0,4279,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14405,-,-,-,-,-,-,-,-
20180215,-,-,-,11267,0,422,597,114,715,0,3071,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11267,-,-,-,-,-,-,-,-
20180216,-,-,-,14221,0,773,1197,1375,661,0,3474,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14221,-,-,-,-,-,-,-,-
20180217,-,-,-,13295,0,758,1159,930,680,0,3024,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13295,-,-,-,-,-,-,-,-
