計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,事務所エアコン,エアコン・洋室,ＩＨ・キッチン,キッチン　電子レンジ他,冷蔵庫　エアコン　TV,洗濯機・洗面,未使用,食器洗乾燥機・キッチン,寝室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,14397,0,0,0,410,1161,5828,3787,0,1220,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14397,-,-,-,-,-,-,-,-
20171202,-,-,-,24295,0,0,0,84,1107,9144,12791,0,231,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24295,-,-,-,-,-,-,-,-
20171203,-,-,-,17957,0,0,0,223,1493,6621,7250,0,1308,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17957,-,-,-,-,-,-,-,-
20171204,-,-,-,15765,0,0,0,714,1177,7718,4407,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15765,-,-,-,-,-,-,-,-
20171205,-,-,-,19894,0,0,0,275,1250,7256,8826,0,1071,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19894,-,-,-,-,-,-,-,-
20171206,-,-,-,19227,0,0,0,895,1004,7879,7325,0,101,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19227,-,-,-,-,-,-,-,-
20171207,-,-,-,21008,0,0,0,955,1394,7515,9179,0,2,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21008,-,-,-,-,-,-,-,-
20171208,-,-,-,12988,0,0,0,242,1066,5876,4400,0,2,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12988,-,-,-,-,-,-,-,-
20171209,-,-,-,13732,0,0,0,97,1058,6742,4077,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13732,-,-,-,-,-,-,-,-
20171210,-,-,-,16531,0,0,0,1430,1176,5792,4017,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16531,-,-,-,-,-,-,-,-
