計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・キッチン,洗濯機・浴室,食器洗乾燥機・キッチン,冷蔵庫・キッチン,エアコン・主寝室,エアコン・和室,未使用,ＩＨ・キッチン,エアコン・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,30185,0,2772,268,679,1145,8263,0,0,605,11335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30185,-,-,-,-,-,-,-,-
20180202,-,-,-,32502,0,3533,304,612,1027,10445,0,0,489,11136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32502,-,-,-,-,-,-,-,-
20180203,-,-,-,39774,0,4687,437,610,1126,11244,0,0,899,14922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39774,-,-,-,-,-,-,-,-
20180204,-,-,-,38857,0,5204,1285,740,1106,11867,0,0,752,12576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38857,-,-,-,-,-,-,-,-
20180205,-,-,-,38104,0,5167,2044,760,1045,10548,0,0,429,13081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38104,-,-,-,-,-,-,-,-
20180206,-,-,-,39170,0,5362,1531,618,1066,11364,0,0,577,13392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39170,-,-,-,-,-,-,-,-
20180207,-,-,-,40855,0,5898,446,638,1161,10035,0,0,586,16671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40855,-,-,-,-,-,-,-,-
20180208,-,-,-,33265,0,5080,963,829,1010,10590,0,0,574,9009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33265,-,-,-,-,-,-,-,-
20180209,-,-,-,36047,0,5058,1144,605,1143,9276,0,0,673,13027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36047,-,-,-,-,-,-,-,-
20180210,-,-,-,31790,0,4185,1164,517,1330,6362,0,0,762,12441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31790,-,-,-,-,-,-,-,-
