計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・キッチン,洗濯機・浴室,食器洗乾燥機・キッチン,冷蔵庫・キッチン,エアコン・主寝室,エアコン・和室,未使用,ＩＨ・キッチン,エアコン・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,40419,0,4025,11231,2122,940,7451,0,0,1626,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40419,-,-,-,-,-,-,-,-
20180102,-,-,-,37917,0,4209,342,234,1060,11314,0,0,585,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37917,-,-,-,-,-,-,-,-
20180103,-,-,-,33042,0,3359,566,543,1145,8899,0,0,587,12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33042,-,-,-,-,-,-,-,-
20180104,-,-,-,36582,0,3784,2004,1232,1193,8479,0,0,440,13953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36582,-,-,-,-,-,-,-,-
20180105,-,-,-,32173,0,3248,387,977,1211,6863,0,0,564,14156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32173,-,-,-,-,-,-,-,-
20180106,-,-,-,29157,0,2875,1166,1134,1147,6115,0,0,752,10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29157,-,-,-,-,-,-,-,-
20180107,-,-,-,30164,0,4404,330,614,1241,5014,0,0,570,13237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30164,-,-,-,-,-,-,-,-
20180108,-,-,-,23022,0,2590,352,472,1233,6679,0,0,556,6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23022,-,-,-,-,-,-,-,-
20180109,-,-,-,31049,0,3294,1681,534,1087,7091,0,0,784,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31049,-,-,-,-,-,-,-,-
20180110,-,-,-,34224,0,4477,389,549,1194,8980,0,0,639,13062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34224,-,-,-,-,-,-,-,-
20180111,-,-,-,43069,0,5405,296,688,1131,16564,0,0,634,13216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43069,-,-,-,-,-,-,-,-
20180112,-,-,-,39587,0,5061,2275,530,1029,10121,0,0,482,15285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39587,-,-,-,-,-,-,-,-
20180113,-,-,-,39744,0,5549,2169,680,1258,11023,0,0,667,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39744,-,-,-,-,-,-,-,-
20180114,-,-,-,36511,0,4758,324,490,1179,9942,0,0,712,13914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36511,-,-,-,-,-,-,-,-
20180115,-,-,-,32000,0,4296,458,559,1151,7630,0,0,705,12100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,-,-,-,-,-,-,-,-
20180116,-,-,-,27307,0,3947,1259,573,1296,7460,0,0,473,7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27307,-,-,-,-,-,-,-,-
20180117,-,-,-,20836,0,2788,535,594,1339,3591,0,0,899,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20836,-,-,-,-,-,-,-,-
20180118,-,-,-,25030,0,2143,423,531,1335,6477,0,0,917,8077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25030,-,-,-,-,-,-,-,-
20180119,-,-,-,23578,0,2811,420,280,1248,3123,0,0,797,9858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23578,-,-,-,-,-,-,-,-
20180120,-,-,-,27880,0,2803,1886,602,1207,7699,0,0,722,8004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,-,-,-,-,-,-,-,-
20180121,-,-,-,34200,0,3949,293,599,1246,11907,0,0,424,11046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34200,-,-,-,-,-,-,-,-
20180122,-,-,-,35713,0,4538,315,601,1283,9582,0,0,712,13634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35713,-,-,-,-,-,-,-,-
20180123,-,-,-,32947,0,3931,315,732,1092,8443,0,0,493,13075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32947,-,-,-,-,-,-,-,-
20180124,-,-,-,36003,0,6092,403,515,1079,10298,0,0,517,12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36003,-,-,-,-,-,-,-,-
20180125,-,-,-,43921,0,6431,1243,240,1101,12963,0,0,542,16244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43921,-,-,-,-,-,-,-,-
20180126,-,-,-,40234,0,5900,281,510,1084,11666,0,0,631,14987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40234,-,-,-,-,-,-,-,-
20180127,-,-,-,43450,0,5800,316,668,1205,13435,0,0,560,16350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43450,-,-,-,-,-,-,-,-
20180128,-,-,-,37276,0,5108,1128,549,1223,9470,0,0,525,14330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37276,-,-,-,-,-,-,-,-
20180129,-,-,-,32271,0,5239,592,573,1166,8488,0,0,776,10364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32271,-,-,-,-,-,-,-,-
20180130,-,-,-,33016,0,5382,2482,544,1122,9412,0,0,505,8735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33016,-,-,-,-,-,-,-,-
20180131,-,-,-,40756,0,4994,1387,533,1152,12658,0,0,497,14568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40756,-,-,-,-,-,-,-,-
