計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,食洗機,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018031600+0900,-,-,-,2848,0,0,0,1249,0,0,112,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848,-,-,45,-,-,-,-,-
2018031601+0900,-,-,-,2780,0,0,0,1249,0,0,135,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780,-,-,0,-,-,-,-,-
2018031602+0900,-,-,-,2836,0,0,0,1245,0,0,195,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,-,-,0,-,-,-,-,-
2018031603+0900,-,-,-,2862,0,0,0,1313,0,0,142,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,-,-,0,-,-,-,-,-
2018031604+0900,-,-,-,1533,0,0,0,0,0,0,102,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,-,-,0,-,-,-,-,-
2018031605+0900,-,-,-,1551,0,0,0,0,0,0,107,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,-,-,0,-,-,-,-,-
2018031606+0900,-,-,-,1515,0,333,18,0,0,0,150,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,-,-,50,-,-,-,-,-
2018031607+0900,-,-,-,1247,0,104,20,0,0,0,162,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,-,-,19,-,-,-,-,-
2018031608+0900,-,-,-,1067,0,350,0,0,0,0,114,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,-,-,57,-,-,-,-,-
2018031609+0900,-,-,-,855,0,0,0,0,0,0,104,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,-,-,76,-,-,-,-,-
2018031610+0900,-,-,-,1075,0,0,54,0,0,0,97,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,-,-,9,-,-,-,-,-
2018031611+0900,-,-,-,1291,0,0,0,0,0,0,90,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,-,-,0,-,-,-,-,-
2018031612+0900,-,-,-,2178,0,388,57,0,0,0,98,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,-,-,14,-,-,-,-,-
2018031613+0900,-,-,-,1711,0,0,0,0,0,0,89,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,-,-,0,-,-,-,-,-
2018031614+0900,-,-,-,1843,0,0,0,0,0,0,89,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843,-,-,1,-,-,-,-,-
2018031615+0900,-,-,-,1538,0,0,0,0,0,0,92,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,-,-,0,-,-,-,-,-
2018031616+0900,-,-,-,1204,0,0,45,0,0,0,102,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,-,-,0,-,-,-,-,-
2018031617+0900,-,-,-,2866,0,66,0,1598,0,0,112,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866,-,-,9,-,-,-,-,-
2018031618+0900,-,-,-,2166,0,276,117,283,0,0,179,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,-,-,27,-,-,-,-,-
2018031619+0900,-,-,-,2327,0,138,308,0,0,0,187,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,-,-,38,-,-,-,-,-
2018031620+0900,-,-,-,2553,0,47,580,0,0,0,117,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553,-,-,4,-,-,-,-,-
2018031621+0900,-,-,-,2375,0,0,169,313,0,0,91,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375,-,-,125,-,-,-,-,-
2018031622+0900,-,-,-,2413,0,0,0,768,0,0,92,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413,-,-,110,-,-,-,-,-
2018031623+0900,-,-,-,3399,0,0,0,1059,0,0,87,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399,-,-,111,-,-,-,-,-
