計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,食洗機,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018010800+0900,-,-,-,2850,0,0,0,1075,538,0,85,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,-,-,40,-,-,-,-,-
2018010801+0900,-,-,-,2516,0,0,0,1075,336,0,84,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,-,-,14,-,-,-,-,-
2018010802+0900,-,-,-,2203,0,0,0,1071,0,0,89,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,-,-,7,-,-,-,-,-
2018010803+0900,-,-,-,2250,0,0,0,1040,0,0,192,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,-,-,30,-,-,-,-,-
2018010804+0900,-,-,-,2642,0,0,0,1174,0,0,117,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,-,-,32,-,-,-,-,-
2018010805+0900,-,-,-,2496,0,0,0,172,0,0,88,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,-,-,1,-,-,-,-,-
2018010806+0900,-,-,-,2500,0,0,0,0,0,0,86,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,-,-,11,-,-,-,-,-
2018010807+0900,-,-,-,3346,0,389,26,0,0,0,120,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3346,-,-,0,-,-,-,-,-
2018010808+0900,-,-,-,2346,0,103,42,0,0,0,97,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,-,-,26,-,-,-,-,-
2018010809+0900,-,-,-,1871,0,0,0,0,0,0,82,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,-,-,12,-,-,-,-,-
2018010810+0900,-,-,-,2428,0,0,0,0,11,0,89,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,-,-,15,-,-,-,-,-
2018010811+0900,-,-,-,3675,0,46,37,0,550,0,87,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,-,-,9,-,-,-,-,-
2018010812+0900,-,-,-,2432,0,575,29,0,0,0,85,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432,-,-,26,-,-,-,-,-
2018010813+0900,-,-,-,1845,0,402,0,0,0,0,100,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,-,-,42,-,-,-,-,-
2018010814+0900,-,-,-,1132,0,0,0,0,0,0,83,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,-,-,0,-,-,-,-,-
2018010815+0900,-,-,-,1948,0,0,0,0,0,0,82,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,-,-,22,-,-,-,-,-
2018010816+0900,-,-,-,1515,0,0,0,0,0,0,84,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,-,-,0,-,-,-,-,-
2018010817+0900,-,-,-,2401,0,367,41,0,0,0,98,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,-,-,3,-,-,-,-,-
2018010818+0900,-,-,-,2546,0,535,30,0,0,0,145,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,-,-,24,-,-,-,-,-
2018010819+0900,-,-,-,1684,0,0,0,0,0,0,111,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,-,-,41,-,-,-,-,-
2018010820+0900,-,-,-,1557,0,0,0,0,0,0,89,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557,-,-,2,-,-,-,-,-
2018010821+0900,-,-,-,1486,0,0,0,0,0,0,96,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,-,-,0,-,-,-,-,-
2018010822+0900,-,-,-,2372,0,0,0,961,0,0,86,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372,-,-,223,-,-,-,-,-
2018010823+0900,-,-,-,3200,0,0,0,1106,0,0,84,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,-,-,80,-,-,-,-,-
