計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,寝室AC,IHヒーター 200V,未使用,未使用,冷蔵庫,洗濯機・各所電灯,未使用,洋室（仕事場）AC,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,5216,0,0,46,0,0,854,3501,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5216,-,-,-,-,-,-,-,-
20171202,-,-,-,5357,0,0,155,0,0,705,3955,0,886,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5357,-,-,-,-,-,-,-,-
20171203,-,-,-,5112,0,0,75,0,0,889,4326,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,-,-,-,-,-,-,-,-
20171204,-,-,-,4696,0,0,0,0,0,952,3681,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696,-,-,-,-,-,-,-,-
20171205,-,-,-,7007,0,0,0,0,0,783,5419,0,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7007,-,-,-,-,-,-,-,-
20171206,-,-,-,5914,0,0,75,0,0,672,5265,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5914,-,-,-,-,-,-,-,-
20171207,-,-,-,4145,0,0,0,0,0,820,3049,0,893,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145,-,-,-,-,-,-,-,-
20171208,-,-,-,5935,0,0,86,0,0,789,3579,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5935,-,-,-,-,-,-,-,-
20171209,-,-,-,8784,0,0,81,0,0,697,4576,0,3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8784,-,-,-,-,-,-,-,-
20171210,-,-,-,5577,0,0,0,0,0,782,4063,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5577,-,-,-,-,-,-,-,-
20171211,-,-,-,7328,0,0,64,0,0,997,4185,0,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,-,-,-,-,-,-,-,-
20171212,-,-,-,7613,0,0,74,0,0,618,4629,0,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7613,-,-,-,-,-,-,-,-
20171213,-,-,-,6501,0,0,0,0,0,734,3969,0,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6501,-,-,-,-,-,-,-,-
20171214,-,-,-,5111,0,0,0,0,0,662,3249,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111,-,-,-,-,-,-,-,-
20171215,-,-,-,6430,0,0,0,0,0,908,3308,0,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6430,-,-,-,-,-,-,-,-
20171216,-,-,-,5955,0,0,0,0,0,840,3396,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5955,-,-,-,-,-,-,-,-
20171217,-,-,-,7395,0,0,281,0,0,688,4217,0,2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7395,-,-,-,-,-,-,-,-
20171218,-,-,-,5718,0,0,0,0,0,852,3808,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5718,-,-,-,-,-,-,-,-
20171219,-,-,-,3351,0,0,0,0,0,761,2857,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,-,-,-,-,-,-,-,-
20171220,-,-,-,6130,0,0,80,0,0,620,3776,0,2044,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130,-,-,-,-,-,-,-,-
20171221,-,-,-,2997,0,0,121,0,0,751,2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997,-,-,-,-,-,-,-,-
20171222,-,-,-,4199,0,0,0,0,0,660,3312,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4199,-,-,-,-,-,-,-,-
20171223,-,-,-,6022,0,0,0,0,0,817,3369,0,2153,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6022,-,-,-,-,-,-,-,-
20171224,-,-,-,6256,0,0,233,0,0,879,4498,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6256,-,-,-,-,-,-,-,-
20171225,-,-,-,4359,0,0,0,0,0,741,3349,0,709,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359,-,-,-,-,-,-,-,-
