計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,寝室AC,座敷AC・200V,LDK電灯コン・冷蔵庫1,洋室電灯コンセ・冷蔵庫2,浴室・脱衣所・洗濯機,未使用,座敷電灯コンセント,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,25494,0,4154,0,0,7998,5148,1091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25494,-,-,-,-,-,-,-,-
20180102,-,-,-,24508,0,3954,0,0,7485,4991,1241,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24508,-,-,-,-,-,-,-,-
20180103,-,-,-,22581,0,3269,0,0,6214,5849,1313,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22581,-,-,-,-,-,-,-,-
20180104,-,-,-,22027,0,3094,0,0,6810,4640,1265,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22027,-,-,-,-,-,-,-,-
20180105,-,-,-,21865,0,2879,276,0,7071,4769,1167,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21865,-,-,-,-,-,-,-,-
20180106,-,-,-,21047,0,2758,0,0,7152,4464,1295,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21047,-,-,-,-,-,-,-,-
20180107,-,-,-,23979,0,3893,0,0,7873,4406,1225,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23979,-,-,-,-,-,-,-,-
20180108,-,-,-,18698,0,1415,0,0,7674,4676,1218,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18698,-,-,-,-,-,-,-,-
20180109,-,-,-,24200,0,3586,0,0,7453,5622,1023,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24200,-,-,-,-,-,-,-,-
20180110,-,-,-,21210,0,3066,0,0,7033,4292,999,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21210,-,-,-,-,-,-,-,-
20180111,-,-,-,26776,0,4586,0,0,7050,6504,1518,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26776,-,-,-,-,-,-,-,-
20180112,-,-,-,27391,0,6024,0,0,6642,5193,889,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27391,-,-,-,-,-,-,-,-
20180113,-,-,-,26431,0,4686,0,0,6586,5948,1442,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26431,-,-,-,-,-,-,-,-
20180114,-,-,-,25825,0,4254,0,0,6763,5825,1220,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25825,-,-,-,-,-,-,-,-
20180115,-,-,-,21323,0,4001,0,0,7043,4951,542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21323,-,-,-,-,-,-,-,-
20180116,-,-,-,18907,0,1710,0,0,6632,5460,1169,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18907,-,-,-,-,-,-,-,-
20180117,-,-,-,15911,0,0,0,0,7225,5545,881,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15911,-,-,-,-,-,-,-,-
20180118,-,-,-,19443,0,1388,0,0,7176,5301,1123,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19443,-,-,-,-,-,-,-,-
