計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,奥様寝室エアコン,冷蔵庫,リビングTV・照明,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,44916,0,6915,2844,9267,0,6097,1264,0,1143,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44916,-,-,-,-,-,-,-,-
20180302,-,-,-,48943,0,6808,2783,12743,0,6162,1401,0,2188,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48943,-,-,-,-,-,-,-,-
20180303,-,-,-,76224,0,12063,5353,14867,6249,6415,2963,0,2973,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76224,-,-,-,-,-,-,-,-
20180304,-,-,-,42098,0,4641,1555,8271,1512,6261,1758,0,2296,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42098,-,-,-,-,-,-,-,-
20180305,-,-,-,41236,0,3515,1832,8412,0,6078,3181,0,1287,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41236,-,-,-,-,-,-,-,-
20180306,-,-,-,51703,0,6686,2667,7766,1652,5997,8485,0,1730,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51703,-,-,-,-,-,-,-,-
20180307,-,-,-,47164,0,6297,1778,8204,1771,5931,3618,0,2178,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47164,-,-,-,-,-,-,-,-
20180308,-,-,-,43361,0,5228,1833,8770,0,5702,2362,0,1117,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43361,-,-,-,-,-,-,-,-
20180309,-,-,-,51749,0,8919,1706,7060,1426,5968,4807,0,1999,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51749,-,-,-,-,-,-,-,-
20180310,-,-,-,60618,0,10122,2613,14191,2451,5930,2323,0,2136,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60618,-,-,-,-,-,-,-,-
20180311,-,-,-,46218,0,5889,1746,10725,2362,5932,1455,0,1697,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46218,-,-,-,-,-,-,-,-
20180312,-,-,-,48652,0,5734,2208,8621,0,5875,7202,0,1854,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48652,-,-,-,-,-,-,-,-
20180313,-,-,-,41720,0,3683,1708,7999,0,6050,6862,0,1254,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41720,-,-,-,-,-,-,-,-
20180314,-,-,-,35127,0,2657,2106,6645,0,6172,3089,0,1324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35127,-,-,-,-,-,-,-,-
20180315,-,-,-,39278,0,2184,1599,7097,0,6067,1953,0,2430,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39278,-,-,-,-,-,-,-,-
20180316,-,-,-,42382,0,7820,1999,6307,0,5933,2388,0,840,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42382,-,-,-,-,-,-,-,-
20180317,-,-,-,50235,0,7423,2232,10705,0,5957,2961,0,1874,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50235,-,-,-,-,-,-,-,-
20180318,-,-,-,46354,0,5494,1296,11977,0,5841,3783,0,1444,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46354,-,-,-,-,-,-,-,-
20180319,-,-,-,40247,0,2599,1838,4899,0,6016,4310,0,1278,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40247,-,-,-,-,-,-,-,-
20180320,-,-,-,39664,0,5888,1416,7691,0,5917,1769,0,2087,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39664,-,-,-,-,-,-,-,-
20180321,-,-,-,43207,0,9339,1747,6932,0,5600,4771,0,856,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43207,-,-,-,-,-,-,-,-
20180322,-,-,-,49472,0,7527,2317,9674,0,5732,1966,0,1173,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49472,-,-,-,-,-,-,-,-
20180323,-,-,-,44199,0,7827,2089,10495,0,5903,2095,0,2053,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44199,-,-,-,-,-,-,-,-
20180324,-,-,-,38506,0,4578,1496,8136,0,5980,1620,0,1165,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38506,-,-,-,-,-,-,-,-
20180325,-,-,-,38907,0,6015,1630,8837,0,5911,1794,0,850,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38907,-,-,-,-,-,-,-,-
20180326,-,-,-,35228,0,2709,1508,7627,0,6006,1714,0,862,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35228,-,-,-,-,-,-,-,-
20180327,-,-,-,30537,0,1347,1079,7573,0,5799,1313,0,1030,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30537,-,-,-,-,-,-,-,-
20180328,-,-,-,31691,0,0,2590,8530,0,6137,1558,0,1724,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31691,-,-,-,-,-,-,-,-
20180329,-,-,-,35527,0,0,2454,9357,0,6137,1906,0,1282,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35527,-,-,-,-,-,-,-,-
20180330,-,-,-,32522,0,0,2061,8394,0,6022,1684,0,1211,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32522,-,-,-,-,-,-,-,-
20180331,-,-,-,31152,0,0,2164,8373,0,6123,1744,0,1710,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31152,-,-,-,-,-,-,-,-
