計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,奥様寝室エアコン,冷蔵庫,リビングTV・照明,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,30275,0,0,1948,7121,0,6340,2165,0,1423,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30275,-,-,-,-,-,-,-,-
20180502,-,-,-,25495,0,0,1926,3988,0,6267,1728,0,1625,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25495,-,-,-,-,-,-,-,-
20180503,-,-,-,29968,0,0,1547,10461,0,6104,1829,0,2186,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29968,-,-,-,-,-,-,-,-
20180504,-,-,-,31281,0,0,1170,9209,0,6397,1678,0,1022,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31281,-,-,-,-,-,-,-,-
20180505,-,-,-,32461,0,0,2419,6446,0,6339,2239,0,1693,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32461,-,-,-,-,-,-,-,-
20180506,-,-,-,32943,0,0,2593,6001,0,6695,2646,0,2109,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32943,-,-,-,-,-,-,-,-
20180507,-,-,-,29459,0,0,1625,6899,0,6527,1321,0,1003,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29459,-,-,-,-,-,-,-,-
20180508,-,-,-,31747,0,0,2462,7703,0,6191,1520,0,2256,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31747,-,-,-,-,-,-,-,-
20180509,-,-,-,29606,0,0,1388,6669,0,6029,1859,0,1359,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29606,-,-,-,-,-,-,-,-
20180510,-,-,-,31657,0,0,1676,8209,0,6115,1363,0,2006,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31657,-,-,-,-,-,-,-,-
20180511,-,-,-,30195,0,0,2076,5579,0,6142,1738,0,1495,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30195,-,-,-,-,-,-,-,-
20180512,-,-,-,26453,0,0,1566,5600,0,6361,1552,0,1738,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26453,-,-,-,-,-,-,-,-
20180513,-,-,-,27853,0,0,1041,5939,0,6455,1948,0,2023,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27853,-,-,-,-,-,-,-,-
20180514,-,-,-,25412,0,0,917,6264,0,6347,874,0,1005,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25412,-,-,-,-,-,-,-,-
20180515,-,-,-,27361,0,195,2105,4769,0,6384,1320,0,1759,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27361,-,-,-,-,-,-,-,-
20180516,-,-,-,30089,0,0,2418,6548,0,6740,1193,0,1898,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30089,-,-,-,-,-,-,-,-
20180517,-,-,-,26744,0,1975,1369,4237,314,6719,1565,0,1523,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26744,-,-,-,-,-,-,-,-
20180518,-,-,-,22856,0,0,879,3668,175,6524,1573,0,747,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22856,-,-,-,-,-,-,-,-
20180519,-,-,-,33766,0,0,2778,8010,0,6600,1885,0,2241,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33766,-,-,-,-,-,-,-,-
20180520,-,-,-,29637,0,0,1238,8012,0,6753,2527,0,944,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29637,-,-,-,-,-,-,-,-
20180521,-,-,-,29700,0,0,1916,6353,96,6677,1932,0,1232,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29700,-,-,-,-,-,-,-,-
