計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,主寝室エアコン,冷蔵庫・座敷電灯コンセン,リビング電灯・洗濯機,未使用,食洗機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,14618,0,3871,125,4064,0,2510,2386,0,658,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14618,-,-,-,-,-,-,-,-
20171102,-,-,-,13076,0,2551,742,3356,0,2687,2431,0,288,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13076,-,-,-,-,-,-,-,-
20171103,-,-,-,11907,0,802,631,1688,0,2781,2444,0,625,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11907,-,-,-,-,-,-,-,-
20171104,-,-,-,17684,0,4058,1205,5388,0,3703,2688,0,1254,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17684,-,-,-,-,-,-,-,-
20171105,-,-,-,16488,0,3152,1218,3250,0,4555,2754,0,283,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16488,-,-,-,-,-,-,-,-
20171106,-,-,-,13709,0,1666,452,4732,0,3938,2146,0,930,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13709,-,-,-,-,-,-,-,-
20171107,-,-,-,14768,0,1946,967,2597,0,4453,1949,0,1224,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14768,-,-,-,-,-,-,-,-
20171108,-,-,-,16328,0,1864,783,2375,0,4074,2748,0,1223,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16328,-,-,-,-,-,-,-,-
20171109,-,-,-,15933,0,2056,1372,3286,0,3623,2169,0,1235,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15933,-,-,-,-,-,-,-,-
20171110,-,-,-,14860,0,1530,1917,3419,0,3826,1912,0,923,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14860,-,-,-,-,-,-,-,-
20171111,-,-,-,15689,0,3161,1082,2740,0,3621,2409,0,631,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15689,-,-,-,-,-,-,-,-
20171112,-,-,-,14575,0,2635,0,2692,0,2741,2419,0,289,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14575,-,-,-,-,-,-,-,-
20171113,-,-,-,15657,0,3942,848,3822,0,2505,2137,0,1319,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15657,-,-,-,-,-,-,-,-
20171114,-,-,-,12925,0,2585,204,4281,0,2960,2356,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12925,-,-,-,-,-,-,-,-
20171115,-,-,-,14793,0,2997,971,2614,0,2523,2060,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14793,-,-,-,-,-,-,-,-
20171116,-,-,-,17259,0,3855,745,5404,0,2567,2343,0,696,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17259,-,-,-,-,-,-,-,-
20171117,-,-,-,25605,0,5445,1432,4139,0,2941,2324,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25605,-,-,-,-,-,-,-,-
20171118,-,-,-,21816,0,6743,699,5394,0,2918,3165,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21816,-,-,-,-,-,-,-,-
20171119,-,-,-,25181,0,6896,556,5050,0,2884,2516,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25181,-,-,-,-,-,-,-,-
20171120,-,-,-,31151,0,6039,1743,5413,0,2579,2412,0,1376,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31151,-,-,-,-,-,-,-,-
20171121,-,-,-,26200,0,7618,938,7380,0,2227,2514,0,1420,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26200,-,-,-,-,-,-,-,-
20171122,-,-,-,30507,0,7460,2050,4758,0,2442,3736,0,643,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30507,-,-,-,-,-,-,-,-
20171123,-,-,-,26094,0,6249,2995,5037,0,2274,2541,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26094,-,-,-,-,-,-,-,-
20171124,-,-,-,26719,0,7473,1880,6640,0,2580,2579,0,607,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26719,-,-,-,-,-,-,-,-
20171125,-,-,-,26232,0,6393,701,6554,0,2744,2358,0,672,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26232,-,-,-,-,-,-,-,-
20171126,-,-,-,18761,0,3501,0,5812,0,5765,2235,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18761,-,-,-,-,-,-,-,-
20171127,-,-,-,14628,0,904,965,3795,0,4067,2015,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14628,-,-,-,-,-,-,-,-
20171128,-,-,-,13717,0,1181,619,2726,0,3930,1822,0,355,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13717,-,-,-,-,-,-,-,-
20171129,-,-,-,14561,0,1483,126,3324,0,5606,2644,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14561,-,-,-,-,-,-,-,-
20171130,-,-,-,14280,0,1067,405,2510,0,5168,2210,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14280,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20171201,-,-,-,16052,0,2949,371,4545,0,4174,2263,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16052,-,-,-,-,-,-,-,-
20171202,-,-,-,19447,0,3630,128,6360,0,2043,2008,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19447,-,-,-,-,-,-,-,-
20171203,-,-,-,18526,0,3007,1167,4731,0,3958,2485,0,733,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18526,-,-,-,-,-,-,-,-
