計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,主寝室エアコン,冷蔵庫・座敷電灯コンセン,リビング電灯・洗濯機,未使用,食洗機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,10008,0,0,687,2161,0,3060,1886,0,692,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10008,-,-,-,-,-,-,-,-
20180302,-,-,-,10079,0,0,896,5740,0,3283,2016,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10079,-,-,-,-,-,-,-,-
20180303,-,-,-,10449,0,0,1502,7662,0,3336,2005,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10449,-,-,-,-,-,-,-,-
20180304,-,-,-,9886,0,0,307,3149,0,4589,1688,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9886,-,-,-,-,-,-,-,-
20180305,-,-,-,9858,0,0,721,2619,0,3444,1769,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858,-,-,-,-,-,-,-,-
20180306,-,-,-,9698,0,0,670,5532,0,3918,1873,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9698,-,-,-,-,-,-,-,-
20180307,-,-,-,9949,0,0,348,4017,0,3610,2128,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9949,-,-,-,-,-,-,-,-
20180308,-,-,-,9794,0,0,254,3680,0,3868,2015,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9794,-,-,-,-,-,-,-,-
20180309,-,-,-,10270,0,0,636,5353,0,3640,2111,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10270,-,-,-,-,-,-,-,-
20180310,-,-,-,11496,0,0,1182,8117,0,3838,2301,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11496,-,-,-,-,-,-,-,-
20180311,-,-,-,9757,0,0,600,5551,0,3374,2092,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9757,-,-,-,-,-,-,-,-
20180312,-,-,-,7530,0,0,106,3697,0,2762,1817,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7530,-,-,-,-,-,-,-,-
