計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,コンセント・キッチン,エアコン,エアコン,浴室乾燥機・浴室,照明・キッチン,洗濯機・洗面,未使用,和室コンセントTV,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,6472,0,2007,0,0,874,346,17,0,3730,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6472,-,-,-,-,-,-,-,-
20180402,-,-,-,5386,0,1909,0,0,177,350,93,0,3406,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5386,-,-,-,-,-,-,-,-
20180403,-,-,-,6007,0,2477,0,0,236,700,22,0,3193,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6007,-,-,-,-,-,-,-,-
20180404,-,-,-,5779,0,1998,108,0,304,378,101,0,3684,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5779,-,-,-,-,-,-,-,-
20180405,-,-,-,6841,0,2485,0,0,690,198,30,0,3561,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6841,-,-,-,-,-,-,-,-
20180406,-,-,-,6996,0,2433,0,0,643,349,114,0,3392,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6996,-,-,-,-,-,-,-,-
20180407,-,-,-,9211,0,2008,0,5081,865,202,0,0,3126,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9211,-,-,-,-,-,-,-,-
20180408,-,-,-,9398,0,1857,0,5750,961,236,177,0,3168,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9398,-,-,-,-,-,-,-,-
20180409,-,-,-,6405,0,2232,0,0,652,186,112,0,3240,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6405,-,-,-,-,-,-,-,-
20180410,-,-,-,6755,0,2725,0,0,423,212,104,0,3374,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755,-,-,-,-,-,-,-,-
20180411,-,-,-,6867,0,2292,0,0,451,260,10,0,3550,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6867,-,-,-,-,-,-,-,-
20180412,-,-,-,6941,0,1983,0,0,299,193,96,0,3598,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6941,-,-,-,-,-,-,-,-
20180413,-,-,-,6209,0,2271,0,0,396,257,173,0,3441,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6209,-,-,-,-,-,-,-,-
20180414,-,-,-,6611,0,2185,0,0,608,264,2,0,3442,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611,-,-,-,-,-,-,-,-
20180415,-,-,-,7967,0,2767,0,0,255,302,93,0,3366,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7967,-,-,-,-,-,-,-,-
20180416,-,-,-,7497,0,2656,0,0,327,165,9,0,3271,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7497,-,-,-,-,-,-,-,-
20180417,-,-,-,6673,0,1806,0,0,192,266,0,0,3408,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6673,-,-,-,-,-,-,-,-
20180418,-,-,-,6213,0,2366,0,0,294,233,97,0,3380,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6213,-,-,-,-,-,-,-,-
20180419,-,-,-,6492,0,2089,0,0,0,282,11,0,3555,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6492,-,-,-,-,-,-,-,-
20180420,-,-,-,5358,0,2028,0,0,0,177,98,0,3427,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358,-,-,-,-,-,-,-,-
20180421,-,-,-,6581,0,2280,0,0,0,166,106,0,3693,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6581,-,-,-,-,-,-,-,-
20180422,-,-,-,6295,0,2256,0,0,238,169,6,0,3877,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6295,-,-,-,-,-,-,-,-
20180423,-,-,-,5858,0,2366,0,0,174,265,104,0,4004,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858,-,-,-,-,-,-,-,-
20180424,-,-,-,6677,0,2426,0,0,248,395,0,0,3570,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6677,-,-,-,-,-,-,-,-
20180425,-,-,-,6969,0,2386,0,0,419,267,91,0,3227,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6969,-,-,-,-,-,-,-,-
20180426,-,-,-,6209,0,1971,0,0,312,796,184,0,3405,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6209,-,-,-,-,-,-,-,-
