計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,コンセント・キッチン,エアコン,エアコン,浴室乾燥機・浴室,照明・キッチン,洗濯機・洗面,未使用,和室コンセントTV,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,15027,0,1905,0,18081,1022,333,12,0,2881,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15027,-,-,-,-,-,-,-,-
20180102,-,-,-,14364,0,2437,0,15600,1279,216,98,0,2851,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14364,-,-,-,-,-,-,-,-
20180103,-,-,-,14149,0,2352,0,15784,1396,302,28,0,2991,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14149,-,-,-,-,-,-,-,-
20180104,-,-,-,15236,0,2272,2950,14647,344,345,90,0,3000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15236,-,-,-,-,-,-,-,-
20180105,-,-,-,13640,0,1524,1068,15755,1078,299,11,0,2924,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13640,-,-,-,-,-,-,-,-
20180106,-,-,-,15420,0,1937,0,16515,1504,698,93,0,3040,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15420,-,-,-,-,-,-,-,-
20180107,-,-,-,15936,0,1921,5068,14917,187,245,5,0,3046,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15936,-,-,-,-,-,-,-,-
20180108,-,-,-,15107,0,1754,11036,5769,425,377,12,0,3196,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15107,-,-,-,-,-,-,-,-
20180109,-,-,-,13137,0,2004,0,13631,744,440,1,0,3027,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13137,-,-,-,-,-,-,-,-
20180110,-,-,-,18589,0,1894,7681,16271,496,348,166,0,4045,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18589,-,-,-,-,-,-,-,-
