計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・リビング,自販機他,リビング・照明・テレビ,店エアコン、店照明,洗濯機、冷蔵庫、炊飯器,ＩＨ,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,32518,0,8708,12143,6193,409,3280,574,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32518,-,-,-,-,-,-,-,-
20180102,-,-,-,40325,0,3396,13887,5393,10261,5045,1103,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40325,-,-,-,-,-,-,-,-
20180103,-,-,-,39545,0,2858,13613,5882,10090,4702,1177,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39545,-,-,-,-,-,-,-,-
20180104,-,-,-,35945,0,3366,13503,6404,7858,3136,554,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35945,-,-,-,-,-,-,-,-
20180105,-,-,-,40353,0,0,13243,6113,10883,8369,397,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40353,-,-,-,-,-,-,-,-
20180106,-,-,-,38480,0,0,13228,5667,11329,5821,1026,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38480,-,-,-,-,-,-,-,-
20180107,-,-,-,35819,0,1037,13447,6353,9469,3013,1338,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35819,-,-,-,-,-,-,-,-
20180108,-,-,-,35045,0,0,13452,5746,8322,5101,1348,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35045,-,-,-,-,-,-,-,-
20180109,-,-,-,48523,0,9293,15537,6081,10262,4772,1074,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48523,-,-,-,-,-,-,-,-
20180110,-,-,-,50179,0,7763,13574,8782,9956,7925,136,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50179,-,-,-,-,-,-,-,-
20180111,-,-,-,57584,0,12043,13638,9238,11654,7905,1480,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57584,-,-,-,-,-,-,-,-
20180112,-,-,-,62816,0,14655,13826,7877,13608,10149,1180,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62816,-,-,-,-,-,-,-,-
20180113,-,-,-,50122,0,5112,13280,7953,12095,7335,1315,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50122,-,-,-,-,-,-,-,-
20180114,-,-,-,43504,0,3446,14320,8191,9662,5385,1239,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43504,-,-,-,-,-,-,-,-
