計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,炊飯器ボット,洗濯機・洗面・浴室,エアコン・子供部屋１,エアコン・リビング,エアコン・主寝室,キッチン冷蔵庫レンジ,未使用,リビングTV照明,エアコン・子供部屋２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,15410,0,4665,943,0,0,0,2001,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15410,-,-,-,-,-,-,-,-
20180402,-,-,-,13535,0,4512,872,0,0,0,1587,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13535,-,-,-,-,-,-,-,-
20180403,-,-,-,13188,0,5104,630,0,0,0,1623,0,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13188,-,-,-,-,-,-,-,-
20180404,-,-,-,13210,0,4458,769,0,0,0,1907,0,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13210,-,-,-,-,-,-,-,-
20180405,-,-,-,14193,0,4716,906,0,0,0,1931,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14193,-,-,-,-,-,-,-,-
20180406,-,-,-,14819,0,4726,821,0,0,0,1977,0,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819,-,-,-,-,-,-,-,-
20180407,-,-,-,14143,0,4794,1007,509,0,0,1836,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14143,-,-,-,-,-,-,-,-
20180408,-,-,-,16369,0,5065,1415,1939,0,0,1892,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16369,-,-,-,-,-,-,-,-
20180409,-,-,-,13783,0,5042,665,0,0,0,1886,0,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13783,-,-,-,-,-,-,-,-
20180410,-,-,-,13891,0,4688,950,0,0,0,2054,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13891,-,-,-,-,-,-,-,-
20180411,-,-,-,13805,0,4694,817,0,0,0,2077,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13805,-,-,-,-,-,-,-,-
20180412,-,-,-,13614,0,4879,941,0,0,0,1859,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13614,-,-,-,-,-,-,-,-
20180413,-,-,-,14167,0,5099,463,0,0,0,1875,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14167,-,-,-,-,-,-,-,-
20180414,-,-,-,14309,0,4693,1032,0,0,0,1644,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14309,-,-,-,-,-,-,-,-
20180415,-,-,-,14051,0,4521,711,0,0,0,2050,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14051,-,-,-,-,-,-,-,-
20180416,-,-,-,13587,0,4571,787,0,0,0,2125,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13587,-,-,-,-,-,-,-,-
20180417,-,-,-,14311,0,5339,741,0,0,0,1902,0,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14311,-,-,-,-,-,-,-,-
20180418,-,-,-,13751,0,4748,922,0,0,0,2013,0,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13751,-,-,-,-,-,-,-,-
20180419,-,-,-,14483,0,4768,717,0,0,0,1865,0,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14483,-,-,-,-,-,-,-,-
20180420,-,-,-,13073,0,4541,619,0,0,0,1626,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13073,-,-,-,-,-,-,-,-
20180421,-,-,-,15058,0,4751,662,0,0,0,2049,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15058,-,-,-,-,-,-,-,-
20180422,-,-,-,14380,0,4537,695,0,0,0,2004,0,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14380,-,-,-,-,-,-,-,-
20180423,-,-,-,13268,0,4307,679,0,0,0,1911,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13268,-,-,-,-,-,-,-,-
20180424,-,-,-,14453,0,4355,347,0,0,0,1986,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14453,-,-,-,-,-,-,-,-
20180425,-,-,-,12955,0,4498,652,0,0,0,1778,0,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12955,-,-,-,-,-,-,-,-
20180426,-,-,-,13910,0,4556,915,0,0,0,1990,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13910,-,-,-,-,-,-,-,-
20180427,-,-,-,14612,0,5139,859,0,0,0,2036,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14612,-,-,-,-,-,-,-,-
20180428,-,-,-,14911,0,4515,878,0,0,0,2245,0,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14911,-,-,-,-,-,-,-,-
20180429,-,-,-,14456,0,4585,736,0,0,0,2025,0,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14456,-,-,-,-,-,-,-,-
20180430,-,-,-,13561,0,4556,694,0,0,0,1927,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13561,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
