計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンエアコン,冷蔵庫　電子レンジ,洗濯機　和室照明,特定4,２階　照明,和室エアコン,未使用,リビングエアコン,２階寝室エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,5777,0,0,3760,524,0,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5777,-,-,-,-,-,-,-,-
20180602,-,-,-,6207,0,0,3821,519,0,8,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6207,-,-,-,-,-,-,-,-
20180603,-,-,-,7194,0,0,4535,390,0,6,0,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7194,-,-,-,-,-,-,-,-
20180604,-,-,-,6445,0,0,4052,548,0,3,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6445,-,-,-,-,-,-,-,-
20180605,-,-,-,6395,0,0,3921,368,0,1,0,0,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6395,-,-,-,-,-,-,-,-
20180606,-,-,-,5535,0,0,3764,476,0,6,0,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5535,-,-,-,-,-,-,-,-
20180607,-,-,-,6357,0,0,4620,582,0,4,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6357,-,-,-,-,-,-,-,-
20180608,-,-,-,5533,0,0,4036,372,0,8,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5533,-,-,-,-,-,-,-,-
20180609,-,-,-,6502,0,0,4582,403,0,2,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6502,-,-,-,-,-,-,-,-
20180610,-,-,-,5865,0,21,3871,388,0,1,0,0,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865,-,-,-,-,-,-,-,-
20180611,-,-,-,5714,0,0,3997,381,0,15,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,-,-,-,-,-,-,-,-
20180612,-,-,-,5342,0,0,3760,312,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5342,-,-,-,-,-,-,-,-
20180613,-,-,-,6156,0,0,4148,704,0,6,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156,-,-,-,-,-,-,-,-
20180614,-,-,-,5777,0,0,3837,525,0,2,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5777,-,-,-,-,-,-,-,-
20180615,-,-,-,5966,0,0,3949,386,0,5,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5966,-,-,-,-,-,-,-,-
20180616,-,-,-,6205,0,0,4362,473,0,5,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6205,-,-,-,-,-,-,-,-
20180617,-,-,-,6878,0,0,4214,433,0,4,0,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6878,-,-,-,-,-,-,-,-
20180618,-,-,-,5523,0,0,3798,415,0,8,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523,-,-,-,-,-,-,-,-
20180619,-,-,-,6097,0,0,3852,378,0,4,0,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6097,-,-,-,-,-,-,-,-
20180620,-,-,-,4864,0,0,3270,402,0,7,0,0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864,-,-,-,-,-,-,-,-
20180621,-,-,-,5521,0,0,3703,368,0,2,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521,-,-,-,-,-,-,-,-
20180622,-,-,-,5700,0,0,3919,581,0,6,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,-,-,-,-,-,-,-,-
20180623,-,-,-,5606,0,0,3539,382,0,5,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5606,-,-,-,-,-,-,-,-
20180624,-,-,-,6977,0,164,4245,477,0,6,0,0,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6977,-,-,-,-,-,-,-,-
20180625,-,-,-,7367,0,1395,3938,435,0,2,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7367,-,-,-,-,-,-,-,-
20180626,-,-,-,7475,0,791,4049,325,0,5,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7475,-,-,-,-,-,-,-,-
20180627,-,-,-,5508,0,373,3712,242,0,3,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508,-,-,-,-,-,-,-,-
20180628,-,-,-,7126,0,511,4586,361,0,6,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7126,-,-,-,-,-,-,-,-
20180629,-,-,-,8628,0,675,4096,807,0,22,1624,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8628,-,-,-,-,-,-,-,-
20180630,-,-,-,11099,0,1084,5401,819,0,772,1250,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11099,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
