計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,リビング・テレビ　照明,2階洋室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,11086,0,0,640,2635,0,0,2274,0,1522,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11086,-,-,-,-,-,-,-,-
20171102,-,-,-,13196,0,49,557,4925,0,0,2339,0,1454,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13196,-,-,-,-,-,-,-,-
20171103,-,-,-,10722,0,0,508,2512,0,0,2314,0,1636,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10722,-,-,-,-,-,-,-,-
20171104,-,-,-,12020,0,0,1581,2649,0,0,2146,0,1527,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12020,-,-,-,-,-,-,-,-
20171105,-,-,-,13939,0,0,779,5621,0,0,2011,0,1660,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13939,-,-,-,-,-,-,-,-
20171106,-,-,-,11157,0,0,403,2023,0,0,2070,0,1775,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11157,-,-,-,-,-,-,-,-
20171107,-,-,-,11923,0,51,503,4041,0,0,1812,0,1480,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11923,-,-,-,-,-,-,-,-
20171108,-,-,-,10567,0,0,546,2567,0,0,1945,0,1653,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10567,-,-,-,-,-,-,-,-
20171109,-,-,-,10763,0,0,410,2668,0,0,2055,0,1459,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10763,-,-,-,-,-,-,-,-
20171110,-,-,-,13349,0,50,520,5504,0,0,1929,0,1546,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13349,-,-,-,-,-,-,-,-
