計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,和室AC,冷蔵庫①新,冷蔵庫②旧・電子レンジ,居間TV・キッチン電灯コ,洗濯機,未使用,和室電灯コンセント・TV,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,13104,0,0,0,239,2025,7359,224,0,843,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13104,-,-,-,-,-,-,-,-
20180502,-,-,-,13113,0,0,0,211,2039,6532,0,0,825,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13113,-,-,-,-,-,-,-,-
20180503,-,-,-,15068,0,0,0,256,2024,7249,165,0,767,3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15068,-,-,-,-,-,-,-,-
20180504,-,-,-,13857,0,0,0,289,2030,7282,0,0,709,2894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13857,-,-,-,-,-,-,-,-
20180505,-,-,-,13334,0,0,0,267,2422,7459,111,0,719,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13334,-,-,-,-,-,-,-,-
20180506,-,-,-,13891,0,0,0,259,2271,8816,308,0,735,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13891,-,-,-,-,-,-,-,-
20180507,-,-,-,12373,0,0,0,212,1843,7652,0,0,786,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12373,-,-,-,-,-,-,-,-
20180508,-,-,-,13409,0,0,0,244,1862,7886,187,0,721,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13409,-,-,-,-,-,-,-,-
20180509,-,-,-,11992,0,0,0,292,1543,7915,53,0,820,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11992,-,-,-,-,-,-,-,-
20180510,-,-,-,14389,0,0,0,304,2046,8333,138,0,737,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14389,-,-,-,-,-,-,-,-
20180511,-,-,-,13578,0,0,0,276,1937,8287,0,0,623,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13578,-,-,-,-,-,-,-,-
20180512,-,-,-,12768,0,0,0,243,2248,8441,0,0,787,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12768,-,-,-,-,-,-,-,-
20180513,-,-,-,13770,0,0,0,213,2225,6920,324,0,837,2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13770,-,-,-,-,-,-,-,-
20180514,-,-,-,12732,0,0,0,199,2627,6362,0,0,893,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12732,-,-,-,-,-,-,-,-
20180515,-,-,-,14191,0,0,0,202,2345,7395,183,0,915,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14191,-,-,-,-,-,-,-,-
20180516,-,-,-,12392,0,0,0,201,2477,6823,53,0,888,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12392,-,-,-,-,-,-,-,-
20180517,-,-,-,12391,0,0,0,152,2265,6723,77,0,893,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12391,-,-,-,-,-,-,-,-
20180518,-,-,-,13473,0,0,0,150,2516,7190,124,0,853,2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13473,-,-,-,-,-,-,-,-
20180519,-,-,-,12416,0,0,0,226,1923,6845,87,0,769,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12416,-,-,-,-,-,-,-,-
20180520,-,-,-,12639,0,0,0,257,1948,6506,156,0,687,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12639,-,-,-,-,-,-,-,-
20180521,-,-,-,12485,0,0,0,212,2303,6719,120,0,853,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12485,-,-,-,-,-,-,-,-
20180522,-,-,-,13839,0,0,0,192,2420,7733,86,0,903,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13839,-,-,-,-,-,-,-,-
20180523,-,-,-,11227,0,0,0,190,2370,7198,75,0,834,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11227,-,-,-,-,-,-,-,-
20180524,-,-,-,13564,0,0,0,200,2058,8067,77,0,855,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13564,-,-,-,-,-,-,-,-
20180525,-,-,-,13096,0,0,0,182,2209,6673,172,0,866,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13096,-,-,-,-,-,-,-,-
20180526,-,-,-,12626,0,0,0,184,2445,6554,83,0,842,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12626,-,-,-,-,-,-,-,-
20180527,-,-,-,11578,0,0,0,196,2562,6885,62,0,826,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11578,-,-,-,-,-,-,-,-
20180528,-,-,-,12479,0,0,0,180,2542,7086,0,0,888,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12479,-,-,-,-,-,-,-,-
20180529,-,-,-,12659,0,0,0,168,2213,6634,62,0,861,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12659,-,-,-,-,-,-,-,-
20180530,-,-,-,10622,0,0,0,152,2390,5420,0,0,748,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10622,-,-,-,-,-,-,-,-
20180531,-,-,-,14315,0,0,0,164,2409,8219,113,0,931,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14315,-,-,-,-,-,-,-,-
