計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,和室AC,冷蔵庫①新,冷蔵庫②旧・電子レンジ,居間TV・キッチン電灯コ,洗濯機,未使用,和室電灯コンセント・TV,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,16405,0,0,0,287,2377,9414,169,0,772,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16405,-,-,-,-,-,-,-,-
20180402,-,-,-,13460,0,0,0,263,1753,8322,57,0,1062,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13460,-,-,-,-,-,-,-,-
20180403,-,-,-,12725,0,0,0,258,2089,9041,30,0,800,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12725,-,-,-,-,-,-,-,-
20180404,-,-,-,13041,0,0,0,246,2172,8806,315,0,846,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13041,-,-,-,-,-,-,-,-
20180405,-,-,-,10244,0,0,0,237,2163,6483,88,0,718,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10244,-,-,-,-,-,-,-,-
20180406,-,-,-,9972,0,0,0,257,2217,6003,0,0,707,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9972,-,-,-,-,-,-,-,-
20180407,-,-,-,11887,0,41,0,356,1923,7973,90,0,565,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11887,-,-,-,-,-,-,-,-
20180408,-,-,-,11856,0,174,0,388,1778,7815,41,0,593,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11856,-,-,-,-,-,-,-,-
20180409,-,-,-,12155,0,0,0,324,2094,7086,147,0,640,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12155,-,-,-,-,-,-,-,-
20180410,-,-,-,11722,0,0,0,289,2007,7522,108,0,720,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11722,-,-,-,-,-,-,-,-
20180411,-,-,-,11215,0,0,0,245,2199,6093,127,0,772,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11215,-,-,-,-,-,-,-,-
20180412,-,-,-,10604,0,0,0,255,2066,6663,120,0,752,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10604,-,-,-,-,-,-,-,-
