計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,コンセント・キッチン,エアコン,エアコン,浴室乾燥機・浴室,照明・キッチン,洗濯機・洗面,未使用,和室コンセントTV,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,6655,0,2307,298,2914,0,524,4,0,3378,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,-,-,-,-,-,-,-,-
20171102,-,-,-,7178,0,2339,0,2920,0,303,112,0,3397,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7178,-,-,-,-,-,-,-,-
20171103,-,-,-,7659,0,2800,0,3213,0,373,7,0,3369,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7659,-,-,-,-,-,-,-,-
20171104,-,-,-,7349,0,2007,0,6555,0,145,101,0,3337,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7349,-,-,-,-,-,-,-,-
20171105,-,-,-,10618,0,2133,1278,8692,0,289,189,0,3184,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10618,-,-,-,-,-,-,-,-
20171106,-,-,-,9667,0,2536,1136,6112,0,471,188,0,3210,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9667,-,-,-,-,-,-,-,-
20171107,-,-,-,11034,0,2609,0,9425,0,321,4,0,3216,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11034,-,-,-,-,-,-,-,-
20171108,-,-,-,9038,0,2233,456,3944,0,257,96,0,3579,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9038,-,-,-,-,-,-,-,-
20171109,-,-,-,9733,0,2311,622,7386,0,299,112,0,3094,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9733,-,-,-,-,-,-,-,-
20171110,-,-,-,9054,0,2360,0,5899,0,312,8,0,3309,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9054,-,-,-,-,-,-,-,-
