計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IHヒーター,主寝室エアコン,冷蔵庫・洗濯機,LDK・TV電灯コンセン,浴室乾燥機,未使用,電子レンジ,子供部屋エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,27757,0,8566,320,4221,1741,4095,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27757,-,-,-,-,-,-,-,-
20171202,-,-,-,25330,0,7418,57,4693,1636,4033,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25330,-,-,-,-,-,-,-,-
20171203,-,-,-,19865,0,3989,0,2579,1552,5700,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19865,-,-,-,-,-,-,-,-
20171204,-,-,-,24919,0,6576,204,3799,2010,4357,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24919,-,-,-,-,-,-,-,-
20171205,-,-,-,25355,0,8768,0,4063,1426,3203,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25355,-,-,-,-,-,-,-,-
20171206,-,-,-,35064,0,12730,1550,5465,1700,5106,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35064,-,-,-,-,-,-,-,-
20171207,-,-,-,28414,0,8251,1047,4439,1769,5652,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28414,-,-,-,-,-,-,-,-
20171208,-,-,-,30474,0,10211,1378,5012,1595,4742,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30474,-,-,-,-,-,-,-,-
20171209,-,-,-,27714,0,8221,474,4512,1782,4361,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27714,-,-,-,-,-,-,-,-
20171210,-,-,-,31277,0,13492,77,3404,1701,4879,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31277,-,-,-,-,-,-,-,-
20171211,-,-,-,30719,0,14519,60,4509,1761,4467,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30719,-,-,-,-,-,-,-,-
20171212,-,-,-,32362,0,11619,1016,5511,1699,4114,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32362,-,-,-,-,-,-,-,-
20171213,-,-,-,35334,0,13932,2075,6587,1591,5117,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35334,-,-,-,-,-,-,-,-
20171214,-,-,-,32090,0,10111,1261,4695,1760,5468,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32090,-,-,-,-,-,-,-,-
20171215,-,-,-,18264,0,2866,95,3759,1583,3820,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18264,-,-,-,-,-,-,-,-
20171216,-,-,-,21176,0,5219,0,3571,1682,5034,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21176,-,-,-,-,-,-,-,-
