計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンAC,一階寝室AC,２階寝室AC,リビング電灯冷蔵庫,洗濯機,２階離れAC２台,未使用,２階洋室AC,２階電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,19669,0,985,0,306,14480,997,1764,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19669,-,-,-,-,-,-,-,-
20180602,-,-,-,18861,0,638,0,953,13303,980,1882,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18861,-,-,-,-,-,-,-,-
20180603,-,-,-,21037,0,650,0,403,15089,971,1948,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21037,-,-,-,-,-,-,-,-
20180604,-,-,-,21133,0,1138,0,478,14688,916,2223,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21133,-,-,-,-,-,-,-,-
20180605,-,-,-,20134,0,738,0,80,15819,868,1256,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20134,-,-,-,-,-,-,-,-
20180606,-,-,-,18168,0,444,0,159,14926,894,639,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18168,-,-,-,-,-,-,-,-
20180607,-,-,-,21778,0,1077,0,415,15031,839,3144,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21778,-,-,-,-,-,-,-,-
20180608,-,-,-,25453,0,2692,561,856,16335,772,2585,0,290,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25453,-,-,-,-,-,-,-,-
20180609,-,-,-,23862,0,1361,0,397,15571,642,4009,0,477,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23862,-,-,-,-,-,-,-,-
20180610,-,-,-,26491,0,1974,0,444,17238,707,3904,0,196,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26491,-,-,-,-,-,-,-,-
20180611,-,-,-,20448,0,1198,0,27,15771,899,1157,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20448,-,-,-,-,-,-,-,-
20180612,-,-,-,19615,0,1177,0,22,14916,913,1451,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19615,-,-,-,-,-,-,-,-
20180613,-,-,-,18414,0,495,0,110,14437,827,1370,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18414,-,-,-,-,-,-,-,-
20180614,-,-,-,20085,0,898,0,64,15261,859,1793,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20085,-,-,-,-,-,-,-,-
20180615,-,-,-,19365,0,1437,0,264,13733,792,1996,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19365,-,-,-,-,-,-,-,-
20180616,-,-,-,23348,0,1996,0,503,15853,713,2932,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23348,-,-,-,-,-,-,-,-
20180617,-,-,-,28284,0,314,0,1588,16713,680,4498,0,547,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28284,-,-,-,-,-,-,-,-
20180618,-,-,-,22889,0,2027,0,515,14969,648,3254,0,51,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22889,-,-,-,-,-,-,-,-
20180619,-,-,-,23247,0,1738,0,522,15803,875,1974,0,135,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23247,-,-,-,-,-,-,-,-
20180620,-,-,-,20787,0,1271,0,159,15031,666,2388,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20787,-,-,-,-,-,-,-,-
20180621,-,-,-,21781,0,1628,0,730,15052,696,2100,0,85,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21781,-,-,-,-,-,-,-,-
20180622,-,-,-,22354,0,1259,0,158,16079,797,2901,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22354,-,-,-,-,-,-,-,-
20180623,-,-,-,19400,0,430,0,328,14908,806,967,0,95,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19400,-,-,-,-,-,-,-,-
20180624,-,-,-,22070,0,1026,0,622,15217,682,2189,0,43,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22070,-,-,-,-,-,-,-,-
20180625,-,-,-,23171,0,1757,0,412,16135,715,3033,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23171,-,-,-,-,-,-,-,-
20180626,-,-,-,28734,0,3899,0,773,17692,767,4155,0,168,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28734,-,-,-,-,-,-,-,-
20180627,-,-,-,26221,0,2802,0,1113,15868,712,4597,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26221,-,-,-,-,-,-,-,-
20180628,-,-,-,33294,0,5020,0,790,17720,693,5270,0,708,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33294,-,-,-,-,-,-,-,-
20180629,-,-,-,28389,0,1441,0,361,16229,779,3258,0,864,4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28389,-,-,-,-,-,-,-,-
20180630,-,-,-,25716,0,1777,0,622,15818,766,2282,0,718,2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25716,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
