計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンAC,一階寝室AC,２階寝室AC,リビング電灯冷蔵庫,洗濯機,２階離れAC２台,未使用,２階洋室AC,２階電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,22320,0,611,191,1546,13675,1060,3528,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22320,-,-,-,-,-,-,-,-
20180302,-,-,-,20654,0,480,298,0,13197,1210,2368,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20654,-,-,-,-,-,-,-,-
20180303,-,-,-,24957,0,443,516,2110,12930,1126,4294,0,0,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24957,-,-,-,-,-,-,-,-
20180304,-,-,-,18414,0,343,499,0,12628,991,345,0,0,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18414,-,-,-,-,-,-,-,-
20180305,-,-,-,21544,0,309,0,1287,13611,905,2212,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21544,-,-,-,-,-,-,-,-
20180306,-,-,-,19236,0,516,0,0,12462,980,928,0,0,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19236,-,-,-,-,-,-,-,-
20180307,-,-,-,21745,0,528,0,0,14499,1151,1466,0,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21745,-,-,-,-,-,-,-,-
20180308,-,-,-,24599,0,563,0,1133,14182,1157,2078,0,0,4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24599,-,-,-,-,-,-,-,-
20180309,-,-,-,22550,0,481,0,717,12891,942,4774,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22550,-,-,-,-,-,-,-,-
20180310,-,-,-,19429,0,536,0,1093,12012,1341,2518,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19429,-,-,-,-,-,-,-,-
20180311,-,-,-,21606,0,479,0,0,11943,1181,2857,0,0,3653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21606,-,-,-,-,-,-,-,-
20180312,-,-,-,24335,0,1326,0,0,11941,922,1655,0,0,6964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24335,-,-,-,-,-,-,-,-
20180313,-,-,-,18335,0,399,0,0,12540,978,0,0,0,3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18335,-,-,-,-,-,-,-,-
20180314,-,-,-,18102,0,1091,0,0,13471,1124,234,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18102,-,-,-,-,-,-,-,-
20180315,-,-,-,18465,0,359,0,0,12532,944,915,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18465,-,-,-,-,-,-,-,-
20180316,-,-,-,21700,0,361,0,2060,12702,958,3254,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21700,-,-,-,-,-,-,-,-
