計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,洗濯機・洗面,エアコン・リビング,エアコン・主寝室,リビング、テレビ、照明,エアコン・和室１,未使用,洗面・トイレ、玄関,２階洋室、エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,9551,0,1294,372,15,0,4463,0,0,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9551,-,-,-,-,-,-,-,-
20180602,-,-,-,9683,0,974,295,18,0,5198,0,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9683,-,-,-,-,-,-,-,-
20180603,-,-,-,11973,0,1824,571,0,0,6152,0,0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11973,-,-,-,-,-,-,-,-
20180604,-,-,-,10749,0,1162,508,0,0,5708,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10749,-,-,-,-,-,-,-,-
20180605,-,-,-,10626,0,1062,407,0,0,5072,0,0,1963,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10626,-,-,-,-,-,-,-,-
20180606,-,-,-,16813,0,2021,6600,0,0,5345,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16813,-,-,-,-,-,-,-,-
20180607,-,-,-,11915,0,1360,2889,0,0,4570,0,0,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11915,-,-,-,-,-,-,-,-
20180608,-,-,-,9945,0,1374,262,0,0,4728,0,0,1810,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9945,-,-,-,-,-,-,-,-
20180609,-,-,-,10535,0,1462,375,0,0,5543,0,0,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10535,-,-,-,-,-,-,-,-
20180610,-,-,-,9655,0,1261,406,0,0,4777,0,0,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9655,-,-,-,-,-,-,-,-
20180611,-,-,-,12625,0,1217,2776,0,0,5431,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12625,-,-,-,-,-,-,-,-
20180612,-,-,-,10241,0,1230,460,0,0,5004,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10241,-,-,-,-,-,-,-,-
20180613,-,-,-,10036,0,1512,364,14,0,4712,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036,-,-,-,-,-,-,-,-
20180614,-,-,-,10785,0,1835,431,0,0,5030,0,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10785,-,-,-,-,-,-,-,-
20180615,-,-,-,10063,0,1492,256,0,0,4955,0,0,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10063,-,-,-,-,-,-,-,-
20180616,-,-,-,11069,0,1223,707,0,20,5396,0,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11069,-,-,-,-,-,-,-,-
20180617,-,-,-,9522,0,1263,274,0,0,4417,0,0,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9522,-,-,-,-,-,-,-,-
20180618,-,-,-,9511,0,1679,379,0,0,4174,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9511,-,-,-,-,-,-,-,-
20180619,-,-,-,10286,0,1342,376,0,0,4922,0,0,1798,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10286,-,-,-,-,-,-,-,-
20180620,-,-,-,13846,0,1280,5104,0,0,4399,0,0,1808,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13846,-,-,-,-,-,-,-,-
20180621,-,-,-,9997,0,1130,415,0,0,4561,0,0,1801,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9997,-,-,-,-,-,-,-,-
20180622,-,-,-,8676,0,1063,314,0,0,4076,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,-,-,-,-,-,-,-,-
20180623,-,-,-,12337,0,766,2493,0,0,6078,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12337,-,-,-,-,-,-,-,-
20180624,-,-,-,8147,0,631,453,0,0,3753,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147,-,-,-,-,-,-,-,-
20180625,-,-,-,9022,0,1227,375,0,0,4266,0,0,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9022,-,-,-,-,-,-,-,-
20180626,-,-,-,14403,0,1336,2013,2855,81,4868,0,0,1807,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14403,-,-,-,-,-,-,-,-
20180627,-,-,-,10906,0,1570,352,1712,0,4379,0,0,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10906,-,-,-,-,-,-,-,-
20180628,-,-,-,12293,0,1419,232,2959,0,4419,0,0,1775,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12293,-,-,-,-,-,-,-,-
20180629,-,-,-,14512,0,1008,2747,1836,0,5894,0,0,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14512,-,-,-,-,-,-,-,-
20180630,-,-,-,14241,0,916,2751,1498,0,5805,0,0,1844,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
