計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ・キッチン,冷蔵庫・洗濯機,炊飯器・ダイニング照明,エアコン・リビング,エアコン・２階,エアコン・２階,未使用,リビング・テレビ・照明,和室・洗面・風呂,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,19831,0,84,2931,1810,1,0,0,0,6502,2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19831,-,-,-,-,-,-,-,-
20171002,-,-,-,15982,0,0,2483,1002,314,0,0,0,7546,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15982,-,-,-,-,-,-,-,-
20171003,-,-,-,17539,0,0,2408,1410,1745,0,0,0,6626,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17539,-,-,-,-,-,-,-,-
20171004,-,-,-,15886,0,35,2252,1522,1225,0,0,0,6052,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15886,-,-,-,-,-,-,-,-
20171005,-,-,-,15101,0,95,2406,1236,685,0,0,0,6038,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15101,-,-,-,-,-,-,-,-
20171006,-,-,-,14239,0,0,2336,760,292,0,0,0,5781,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14239,-,-,-,-,-,-,-,-
20171007,-,-,-,18439,0,59,2892,1568,2035,0,0,0,6067,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18439,-,-,-,-,-,-,-,-
20171008,-,-,-,26251,0,44,2814,1669,2034,1992,0,0,6501,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26251,-,-,-,-,-,-,-,-
20171009,-,-,-,27323,0,49,3253,1642,2683,2471,0,0,7048,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27323,-,-,-,-,-,-,-,-
20171010,-,-,-,18404,0,50,2528,1078,1760,0,0,0,7601,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18404,-,-,-,-,-,-,-,-
20171011,-,-,-,15229,0,0,2449,583,1822,0,0,0,5481,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15229,-,-,-,-,-,-,-,-
20171012,-,-,-,17407,0,140,3013,1916,1549,0,0,0,5972,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17407,-,-,-,-,-,-,-,-
20171013,-,-,-,15522,0,0,2375,1154,319,0,0,0,6972,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15522,-,-,-,-,-,-,-,-
20171014,-,-,-,18632,0,107,2905,1670,0,0,0,0,7295,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18632,-,-,-,-,-,-,-,-
20171015,-,-,-,23137,0,101,3114,1821,0,0,0,0,8305,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23137,-,-,-,-,-,-,-,-
20171016,-,-,-,8270,0,18,2004,386,0,0,0,0,1949,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8270,-,-,-,-,-,-,-,-
20171017,-,-,-,6264,0,0,1765,241,0,0,0,0,797,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,-,-,-,-,-,-,-,-
20171018,-,-,-,6253,0,0,1754,244,0,0,0,0,793,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253,-,-,-,-,-,-,-,-
20171019,-,-,-,9355,0,35,1982,270,0,0,0,0,2890,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9355,-,-,-,-,-,-,-,-
