計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,電子レンジ・キッチン,冷蔵庫・洗濯機,炊飯器・ダイニング照明,エアコン・リビング,エアコン・２階,エアコン・２階,未使用,リビング・テレビ・照明,和室・洗面・風呂,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,30735,0,8,2772,3595,5994,73,0,0,7127,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30735,-,-,-,-,-,-,-,-
20171202,-,-,-,36835,0,67,2553,4279,7953,231,0,0,8131,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36835,-,-,-,-,-,-,-,-
20171203,-,-,-,29385,0,210,2562,3298,5672,1301,0,0,6297,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29385,-,-,-,-,-,-,-,-
20171204,-,-,-,23059,0,74,1998,2729,3277,57,0,0,7522,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23059,-,-,-,-,-,-,-,-
20171205,-,-,-,26799,0,0,2158,4051,1551,172,0,0,6798,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26799,-,-,-,-,-,-,-,-
20171206,-,-,-,25220,0,0,2414,3476,0,273,0,0,7671,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25220,-,-,-,-,-,-,-,-
20171207,-,-,-,26765,0,41,2367,5932,89,214,0,0,4284,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26765,-,-,-,-,-,-,-,-
20171208,-,-,-,30326,0,191,2621,5209,0,185,0,0,6614,2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30326,-,-,-,-,-,-,-,-
20171209,-,-,-,30753,0,65,2436,4488,0,232,0,0,8050,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30753,-,-,-,-,-,-,-,-
20171210,-,-,-,32311,0,82,3028,5507,0,57,0,0,9596,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32311,-,-,-,-,-,-,-,-
20171211,-,-,-,27339,0,0,2386,4055,0,138,0,0,9480,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27339,-,-,-,-,-,-,-,-
20171212,-,-,-,25557,0,70,2008,4123,0,301,0,0,6481,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25557,-,-,-,-,-,-,-,-
20171213,-,-,-,24398,0,0,2058,3509,0,405,0,0,6552,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24398,-,-,-,-,-,-,-,-
20171214,-,-,-,22203,0,0,1984,3431,0,256,0,0,7764,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22203,-,-,-,-,-,-,-,-
20171215,-,-,-,19502,0,0,2069,3024,0,186,0,0,6428,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19502,-,-,-,-,-,-,-,-
20171216,-,-,-,25084,0,92,2472,5876,0,118,0,0,6192,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25084,-,-,-,-,-,-,-,-
20171217,-,-,-,24532,0,86,2107,4106,0,267,0,0,7526,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24532,-,-,-,-,-,-,-,-
20171218,-,-,-,28919,0,45,2031,6009,0,292,0,0,7858,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28919,-,-,-,-,-,-,-,-
20171219,-,-,-,23020,0,19,1975,3689,0,147,0,0,6632,2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23020,-,-,-,-,-,-,-,-
20171220,-,-,-,26269,0,0,2040,4246,0,327,0,0,8237,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26269,-,-,-,-,-,-,-,-
20171221,-,-,-,23611,0,17,2097,4176,0,306,0,0,6355,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23611,-,-,-,-,-,-,-,-
20171222,-,-,-,23576,0,73,1966,3488,0,246,0,0,7066,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23576,-,-,-,-,-,-,-,-
20171223,-,-,-,27152,0,53,2562,5630,0,228,0,0,6868,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27152,-,-,-,-,-,-,-,-
20171224,-,-,-,26812,0,0,2097,4300,0,136,0,0,8364,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26812,-,-,-,-,-,-,-,-
20171225,-,-,-,24565,0,69,2217,3862,0,253,0,0,8792,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24565,-,-,-,-,-,-,-,-
20171226,-,-,-,25610,0,17,2074,3897,0,256,0,0,8119,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25610,-,-,-,-,-,-,-,-
20171227,-,-,-,23977,0,60,1923,5080,0,323,0,0,6026,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23977,-,-,-,-,-,-,-,-
20171228,-,-,-,28343,0,0,2225,4960,0,361,0,0,8331,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28343,-,-,-,-,-,-,-,-
20171229,-,-,-,27343,0,73,2423,5987,0,195,0,0,6591,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27343,-,-,-,-,-,-,-,-
20171230,-,-,-,22634,0,79,2112,2515,0,204,0,0,6128,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22634,-,-,-,-,-,-,-,-
20171231,-,-,-,29421,0,72,2954,5867,0,130,0,0,9160,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29421,-,-,-,-,-,-,-,-
