計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,洋室テレビ,洗濯機・洗面,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,24492,0,1107,815,5229,0,4794,3818,0,982,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24492,-,-,-,-,-,-,-,-
20171202,-,-,-,20518,0,559,0,5418,0,4844,1647,0,159,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20518,-,-,-,-,-,-,-,-
20171203,-,-,-,18023,0,1098,156,755,0,3964,1608,0,1931,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18023,-,-,-,-,-,-,-,-
20171204,-,-,-,30627,0,1111,282,5236,3562,5236,5540,0,1622,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30627,-,-,-,-,-,-,-,-
20171205,-,-,-,22463,0,1168,0,4321,0,5535,1645,0,3042,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22463,-,-,-,-,-,-,-,-
20171206,-,-,-,31254,0,1230,239,8237,0,6850,2832,0,4041,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31254,-,-,-,-,-,-,-,-
20171207,-,-,-,31304,0,1199,494,2646,3130,7828,3807,0,2751,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31304,-,-,-,-,-,-,-,-
20171208,-,-,-,25734,0,1244,0,6079,0,5506,2434,0,2802,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25734,-,-,-,-,-,-,-,-
20171209,-,-,-,24310,0,1247,180,1541,0,8786,1550,0,3640,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24310,-,-,-,-,-,-,-,-
20171210,-,-,-,24120,0,1210,0,1618,0,6079,1634,0,4098,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24120,-,-,-,-,-,-,-,-
20171211,-,-,-,31183,0,585,0,6095,0,6216,5669,0,3606,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31183,-,-,-,-,-,-,-,-
20171212,-,-,-,34329,0,1251,657,6635,0,9461,3063,0,4782,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34329,-,-,-,-,-,-,-,-
20171213,-,-,-,32375,0,1280,0,5961,0,10651,1630,0,4670,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32375,-,-,-,-,-,-,-,-
20171214,-,-,-,27028,0,1277,0,5558,0,8039,1581,0,2080,3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27028,-,-,-,-,-,-,-,-
20171215,-,-,-,20080,0,596,0,846,0,5439,3520,0,3580,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20080,-,-,-,-,-,-,-,-
20171216,-,-,-,20646,0,557,0,5067,0,5482,1619,0,214,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20646,-,-,-,-,-,-,-,-
20171217,-,-,-,31945,0,1181,65,2817,0,9126,1548,0,5690,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31945,-,-,-,-,-,-,-,-
20171218,-,-,-,33987,0,1250,1190,6025,0,8918,2676,0,4483,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33987,-,-,-,-,-,-,-,-
20171219,-,-,-,28619,0,1192,509,5741,0,6527,3109,0,3499,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28619,-,-,-,-,-,-,-,-
20171220,-,-,-,31435,0,1227,246,4976,0,8436,4247,0,3759,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31435,-,-,-,-,-,-,-,-
20171221,-,-,-,37145,0,1231,239,6596,1473,8126,7876,0,2542,2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37145,-,-,-,-,-,-,-,-
20171222,-,-,-,41518,0,1277,0,17515,0,6989,3824,0,4579,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41518,-,-,-,-,-,-,-,-
20171223,-,-,-,32796,0,1256,0,4961,0,8948,3709,0,4604,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32796,-,-,-,-,-,-,-,-
20171224,-,-,-,29003,0,1215,0,5574,0,6594,1664,0,4056,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29003,-,-,-,-,-,-,-,-
20171225,-,-,-,26435,0,1190,66,4929,0,6324,1691,0,3014,3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26435,-,-,-,-,-,-,-,-
20171226,-,-,-,29600,0,1260,0,6000,0,6869,1909,0,4139,3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29600,-,-,-,-,-,-,-,-
20171227,-,-,-,34231,0,1234,0,6245,1195,8356,2234,0,4776,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34231,-,-,-,-,-,-,-,-
20171228,-,-,-,34186,0,1277,219,6053,0,10457,1493,0,3759,3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34186,-,-,-,-,-,-,-,-
20171229,-,-,-,29057,0,1272,326,5610,0,7191,2991,0,4036,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29057,-,-,-,-,-,-,-,-
20171230,-,-,-,30627,0,1247,1076,5241,0,6971,2572,0,4128,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30627,-,-,-,-,-,-,-,-
20171231,-,-,-,43078,0,1159,2198,6616,3978,4451,2651,0,2420,4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43078,-,-,-,-,-,-,-,-
