計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,キッチン・冷蔵庫,未使用,照明・リビング,食器洗乾燥機・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,28226,10449,16808,1993,9998,3407,2362,1943,0,2150,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34585,-,-,-,-,-,-,-,-
20180202,-,-,-,29226,5479,9180,2035,8455,4145,2678,1531,0,2208,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32927,-,-,-,-,-,-,-,-
20180203,-,-,-,29032,10817,19439,2015,10690,6795,2198,1647,0,2271,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37654,-,-,-,-,-,-,-,-
20180204,-,-,-,31636,7581,17137,1866,10705,7442,3057,1778,0,2866,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41192,-,-,-,-,-,-,-,-
20180205,-,-,-,33158,7177,16006,944,11072,7891,3431,1600,0,2191,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41987,-,-,-,-,-,-,-,-
20180206,-,-,-,32839,6080,16905,2635,10403,8231,3445,1532,0,1952,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43664,-,-,-,-,-,-,-,-
20180207,-,-,-,28697,13972,22296,2269,9797,6447,3208,1452,0,2174,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37021,-,-,-,-,-,-,-,-
20180208,-,-,-,30891,15389,22516,2507,10450,5560,3510,2778,0,2033,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38018,-,-,-,-,-,-,-,-
20180209,-,-,-,25625,9811,12880,1625,6926,3129,2955,1535,0,1780,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28694,-,-,-,-,-,-,-,-
20180210,-,-,-,32204,0,1493,2162,8045,4572,1744,1745,0,3369,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33697,-,-,-,-,-,-,-,-
20180211,-,-,-,31155,10175,18293,1721,11085,5672,2551,1948,0,2663,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39273,-,-,-,-,-,-,-,-
