計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・２階,寝室エアコン・キッチンTV,照明・玄関,下台所,小屋,冷蔵庫・食洗機・レンジ,未使用,エアコン・リビング,ＩＨ・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,11117,0,1926,2521,469,7,680,3235,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11117,-,-,-,-,-,-,-,-
20180602,-,-,-,13674,0,2235,2876,882,141,1722,3117,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13674,-,-,-,-,-,-,-,-
20180603,-,-,-,12603,0,2453,2747,837,103,992,3204,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12603,-,-,-,-,-,-,-,-
20180604,-,-,-,12063,0,2764,2696,549,1,725,3243,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12063,-,-,-,-,-,-,-,-
20180605,-,-,-,11192,0,2516,2457,412,0,539,2907,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11192,-,-,-,-,-,-,-,-
20180606,-,-,-,11706,0,2883,2532,406,202,875,3062,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11706,-,-,-,-,-,-,-,-
20180607,-,-,-,12384,0,2684,2440,434,1,1186,3127,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12384,-,-,-,-,-,-,-,-
20180608,-,-,-,13597,0,3430,2754,544,132,943,3201,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13597,-,-,-,-,-,-,-,-
20180609,-,-,-,16212,0,3257,4119,446,0,828,3144,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16212,-,-,-,-,-,-,-,-
20180610,-,-,-,14349,0,3369,3831,415,1,648,2983,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14349,-,-,-,-,-,-,-,-
20180611,-,-,-,12913,0,2724,2671,780,360,456,3062,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12913,-,-,-,-,-,-,-,-
20180612,-,-,-,12428,0,2346,3112,541,9,1187,2993,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12428,-,-,-,-,-,-,-,-
20180613,-,-,-,11045,0,1901,2000,415,1,1388,2840,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11045,-,-,-,-,-,-,-,-
