計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・電源・２階,寝室エアコン・キッチンTV,照明・玄関,下台所,小屋,冷蔵庫・食洗機・レンジ,未使用,エアコン・リビング,ＩＨ・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,12883,0,2879,2937,331,201,1061,3253,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12883,-,-,-,-,-,-,-,-
20180502,-,-,-,11822,0,2395,2833,313,0,880,3015,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11822,-,-,-,-,-,-,-,-
20180503,-,-,-,11295,0,2311,3020,503,0,846,2975,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11295,-,-,-,-,-,-,-,-
20180504,-,-,-,11843,0,2683,3355,256,0,594,2532,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11843,-,-,-,-,-,-,-,-
20180505,-,-,-,12463,0,3458,2404,547,10,1007,2898,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12463,-,-,-,-,-,-,-,-
20180506,-,-,-,12523,0,2823,3116,270,88,736,3016,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12523,-,-,-,-,-,-,-,-
20180507,-,-,-,12577,0,2886,2764,299,6,1188,2946,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12577,-,-,-,-,-,-,-,-
20180508,-,-,-,10994,0,1748,2584,601,207,588,2793,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10994,-,-,-,-,-,-,-,-
20180509,-,-,-,12336,0,2763,2778,664,2,1246,3012,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12336,-,-,-,-,-,-,-,-
20180510,-,-,-,12213,0,2997,2992,265,85,772,2859,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12213,-,-,-,-,-,-,-,-
20180511,-,-,-,11683,0,2833,3087,272,0,993,2804,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11683,-,-,-,-,-,-,-,-
20180512,-,-,-,11708,0,2437,2685,464,108,718,3036,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11708,-,-,-,-,-,-,-,-
