計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン・食洗機,リビングTV1・2,リビング照明,冷蔵庫,妹部屋エアコン,未使用,息子部屋エアコン,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,18611,0,0,0,5431,271,2177,3205,0,3080,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18611,-,-,-,-,-,-,-,-
20180202,-,-,-,19159,0,1234,0,5448,290,2339,3353,0,1824,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19159,-,-,-,-,-,-,-,-
20180203,-,-,-,19471,0,0,0,5892,482,2358,5050,0,1502,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19471,-,-,-,-,-,-,-,-
20180204,-,-,-,24926,0,0,0,8432,233,2285,7475,0,1572,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24926,-,-,-,-,-,-,-,-
20180205,-,-,-,15372,0,0,0,5273,140,2176,2129,0,1585,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15372,-,-,-,-,-,-,-,-
20180206,-,-,-,24925,0,7069,0,4933,589,2320,2955,0,2033,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24925,-,-,-,-,-,-,-,-
20180207,-,-,-,20803,0,0,0,5153,317,2211,4969,0,3282,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20803,-,-,-,-,-,-,-,-
20180208,-,-,-,15825,0,0,0,5631,383,1984,2038,0,1553,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15825,-,-,-,-,-,-,-,-
20180209,-,-,-,15789,0,2368,0,5322,366,2032,33,0,1789,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15789,-,-,-,-,-,-,-,-
20180210,-,-,-,26090,0,6193,0,8480,1023,2444,2572,0,1751,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26090,-,-,-,-,-,-,-,-
20180211,-,-,-,18740,0,191,0,8408,512,2355,1310,0,1795,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18740,-,-,-,-,-,-,-,-
20180212,-,-,-,34669,0,6107,0,7839,862,2324,10326,0,2092,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34669,-,-,-,-,-,-,-,-
20180213,-,-,-,23969,0,4429,0,5785,454,2371,4274,0,2479,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23969,-,-,-,-,-,-,-,-
20180214,-,-,-,14822,0,127,0,5572,317,2255,948,0,1590,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14822,-,-,-,-,-,-,-,-
20180215,-,-,-,20363,0,3109,0,6285,400,2478,2683,0,1745,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20363,-,-,-,-,-,-,-,-
20180216,-,-,-,24224,0,3556,0,5943,692,2538,3482,0,3615,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24224,-,-,-,-,-,-,-,-
20180217,-,-,-,21367,0,0,0,7148,430,2552,4975,0,1704,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21367,-,-,-,-,-,-,-,-
20180218,-,-,-,26511,0,0,0,6525,484,2584,7135,0,4445,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26511,-,-,-,-,-,-,-,-
20180219,-,-,-,14728,0,0,0,5797,297,2284,2348,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14728,-,-,-,-,-,-,-,-
20180220,-,-,-,21261,0,0,0,5559,217,1997,8005,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21261,-,-,-,-,-,-,-,-
20180221,-,-,-,17375,0,0,0,5806,349,2181,4530,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17375,-,-,-,-,-,-,-,-
20180222,-,-,-,18991,0,0,0,5457,262,2672,5053,0,964,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18991,-,-,-,-,-,-,-,-
20180223,-,-,-,27082,0,0,0,5975,5,2439,10998,0,1919,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27082,-,-,-,-,-,-,-,-
20180224,-,-,-,24745,0,0,0,8182,237,2006,8920,0,850,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24745,-,-,-,-,-,-,-,-
20180225,-,-,-,19396,0,0,0,6938,643,2228,5148,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19396,-,-,-,-,-,-,-,-
20180226,-,-,-,24533,0,0,0,6207,307,2523,8454,0,1426,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24533,-,-,-,-,-,-,-,-
20180227,-,-,-,15851,0,0,0,5676,209,2196,2821,0,819,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15851,-,-,-,-,-,-,-,-
20180228,-,-,-,19857,0,4857,0,6012,513,2415,1113,0,1585,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19857,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
