計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,座敷・中間エアコン,セイコ・エアコン,冷蔵庫,茶の間・TV・エアコン,茶の間電灯,セイコ電灯,未使用,キッチン,２F電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,9452,0,26,0,1031,767,1501,1,0,2386,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9452,-,-,-,-,-,-,-,-
20180402,-,-,-,9939,0,25,0,928,772,930,571,0,2804,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9939,-,-,-,-,-,-,-,-
20180403,-,-,-,9476,0,25,0,1383,1005,696,274,0,2500,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9476,-,-,-,-,-,-,-,-
20180404,-,-,-,9961,0,82,0,1173,472,1163,119,0,2579,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9961,-,-,-,-,-,-,-,-
20180405,-,-,-,9350,0,1,0,1324,448,1556,0,0,2415,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9350,-,-,-,-,-,-,-,-
20180406,-,-,-,10068,0,1,0,1231,776,2256,3,0,2435,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10068,-,-,-,-,-,-,-,-
20180407,-,-,-,13689,0,18,0,826,970,3124,369,0,3785,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13689,-,-,-,-,-,-,-,-
20180408,-,-,-,13098,0,6,0,1256,851,2630,0,0,3696,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13098,-,-,-,-,-,-,-,-
20180409,-,-,-,10976,0,6,0,1211,691,1745,1,0,2913,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10976,-,-,-,-,-,-,-,-
20180410,-,-,-,9176,0,55,0,1624,666,1185,7,0,2318,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9176,-,-,-,-,-,-,-,-
20180411,-,-,-,9906,0,28,0,1430,799,1002,421,0,2447,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906,-,-,-,-,-,-,-,-
20180412,-,-,-,9717,0,74,0,1583,666,766,69,0,2621,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9717,-,-,-,-,-,-,-,-
20180413,-,-,-,9520,0,0,0,1533,681,1117,209,0,2535,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9520,-,-,-,-,-,-,-,-
20180414,-,-,-,11015,0,17,0,1574,728,1907,3,0,2953,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11015,-,-,-,-,-,-,-,-
20180415,-,-,-,10785,0,0,0,1457,808,1245,4,0,2364,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10785,-,-,-,-,-,-,-,-
20180416,-,-,-,9726,0,22,0,1228,768,1406,19,0,2697,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9726,-,-,-,-,-,-,-,-
20180417,-,-,-,12577,0,9,1416,1037,898,2187,690,0,2341,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12577,-,-,-,-,-,-,-,-
20180418,-,-,-,13818,0,85,0,1373,865,1444,230,0,2425,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13818,-,-,-,-,-,-,-,-
20180419,-,-,-,11805,0,76,0,1064,986,1780,1707,0,2657,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11805,-,-,-,-,-,-,-,-
20180420,-,-,-,9633,0,65,0,1625,726,825,0,0,2703,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9633,-,-,-,-,-,-,-,-
20180421,-,-,-,9774,0,193,0,1588,556,853,15,0,2764,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9774,-,-,-,-,-,-,-,-
20180422,-,-,-,10296,0,15,0,1978,960,990,0,0,2926,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10296,-,-,-,-,-,-,-,-
20180423,-,-,-,9273,0,2,0,1608,701,521,2,0,2837,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9273,-,-,-,-,-,-,-,-
20180424,-,-,-,10364,0,2,0,1569,893,1651,1,0,2915,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364,-,-,-,-,-,-,-,-
20180425,-,-,-,11347,0,4,0,1466,1131,3219,0,0,2519,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11347,-,-,-,-,-,-,-,-
20180426,-,-,-,10183,0,10,0,1469,681,1450,7,0,2595,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10183,-,-,-,-,-,-,-,-
20180427,-,-,-,11954,0,2,0,1384,722,1379,26,0,2434,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11954,-,-,-,-,-,-,-,-
20180428,-,-,-,9303,0,28,0,1391,822,955,7,0,2634,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9303,-,-,-,-,-,-,-,-
20180429,-,-,-,8676,0,0,0,1322,794,869,8,0,2440,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,-,-,-,-,-,-,-,-
20180430,-,-,-,9587,0,19,0,1380,969,914,1,0,2634,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9587,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
