計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,座敷・中間エアコン,セイコ・エアコン,冷蔵庫,茶の間・TV・エアコン,茶の間電灯,セイコ電灯,未使用,キッチン,２F電源,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,16120,0,501,0,1237,2706,4124,0,0,2170,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16120,-,-,-,-,-,-,-,-
20180102,-,-,-,13821,0,258,0,922,1344,3882,3,0,1854,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13821,-,-,-,-,-,-,-,-
20180103,-,-,-,14535,0,438,0,985,1664,3763,4,0,2237,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14535,-,-,-,-,-,-,-,-
20180104,-,-,-,16253,0,225,0,1056,4585,3138,74,0,2813,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16253,-,-,-,-,-,-,-,-
20180105,-,-,-,11989,0,26,0,1000,772,2554,1,0,3223,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11989,-,-,-,-,-,-,-,-
20180106,-,-,-,12894,0,143,0,1245,801,2307,53,0,2656,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12894,-,-,-,-,-,-,-,-
20180107,-,-,-,31587,0,7303,0,1402,10243,3956,0,0,4375,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31587,-,-,-,-,-,-,-,-
20180108,-,-,-,13789,0,20,389,1178,1306,3981,220,0,2260,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13789,-,-,-,-,-,-,-,-
20180109,-,-,-,13266,0,82,0,1244,1211,4265,2,0,2090,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13266,-,-,-,-,-,-,-,-
20180110,-,-,-,13667,0,102,0,1009,1001,3379,0,0,3262,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13667,-,-,-,-,-,-,-,-
20180111,-,-,-,13949,0,35,0,1119,1211,2266,17,0,3989,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13949,-,-,-,-,-,-,-,-
20180112,-,-,-,17368,0,20,297,1227,2330,3871,0,0,4854,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17368,-,-,-,-,-,-,-,-
20180113,-,-,-,18960,0,3,2800,866,1044,2870,442,0,5757,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18960,-,-,-,-,-,-,-,-
20180114,-,-,-,15898,0,53,0,924,1144,3374,0,0,5544,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15898,-,-,-,-,-,-,-,-
20180115,-,-,-,15534,0,19,0,883,1374,3600,0,0,4927,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15534,-,-,-,-,-,-,-,-
20180116,-,-,-,13672,0,54,0,1075,981,2871,82,0,4104,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13672,-,-,-,-,-,-,-,-
20180117,-,-,-,11637,0,93,0,1229,727,2621,129,0,2849,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11637,-,-,-,-,-,-,-,-
