計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンAC,2F　東寝室AC,LTV　電灯 奥AC,和室AC,2F　西AC,冷蔵庫　洗濯機,未使用,四畳半洋室AC,2F　電灯　コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,49704,0,2852,0,11647,0,0,5280,0,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49704,-,-,-,-,-,-,-,-
20180102,-,-,-,37651,0,1176,0,8660,0,0,5206,0,0,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37651,-,-,-,-,-,-,-,-
20180103,-,-,-,43556,0,1297,0,10814,0,0,5400,0,0,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43556,-,-,-,-,-,-,-,-
20180104,-,-,-,35228,0,1302,0,7423,0,0,4498,0,0,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35228,-,-,-,-,-,-,-,-
20180105,-,-,-,34443,0,1432,0,7051,0,0,5146,0,0,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34443,-,-,-,-,-,-,-,-
20180106,-,-,-,33486,0,1483,0,7773,0,0,4958,0,0,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33486,-,-,-,-,-,-,-,-
20180107,-,-,-,28877,0,844,0,4786,0,0,4676,0,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28877,-,-,-,-,-,-,-,-
20180108,-,-,-,34702,0,1824,0,6471,0,0,4487,0,0,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34702,-,-,-,-,-,-,-,-
20180109,-,-,-,34569,0,1572,0,7898,0,0,4949,0,0,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34569,-,-,829,-,-,-,-,-
20180110,-,-,-,32217,0,2036,0,6139,0,0,4753,0,0,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32217,-,-,965,-,-,-,-,-
20180111,-,-,-,41467,0,1627,0,10889,0,0,4742,0,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41467,-,-,1023,-,-,-,-,-
20180112,-,-,-,38714,0,1386,0,9860,0,0,4205,0,0,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38714,-,-,568,-,-,-,-,-
20180113,-,-,-,34014,0,1527,0,6542,0,0,5182,0,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34014,-,-,1295,-,-,-,-,-
20180114,-,-,-,37223,0,1060,0,10485,0,0,4855,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37223,-,-,1007,-,-,-,-,-
20180115,-,-,-,39902,0,2274,0,9023,0,0,4889,0,0,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39902,-,-,907,-,-,-,-,-
20180116,-,-,-,33947,0,1894,0,7815,0,0,4860,0,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33947,-,-,632,-,-,-,-,-
20180117,-,-,-,30543,0,1506,0,5855,0,0,4799,0,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30543,-,-,1082,-,-,-,-,-
20180118,-,-,-,34403,0,2106,0,7104,0,0,4536,0,0,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34403,-,-,867,-,-,-,-,-
20180119,-,-,-,35316,0,1999,0,7684,0,0,4428,0,0,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35316,-,-,980,-,-,-,-,-
20180120,-,-,-,32924,0,1686,0,5654,0,0,4957,0,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32924,-,-,1100,-,-,-,-,-
20180121,-,-,-,35794,0,781,0,9722,0,0,5036,0,0,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35794,-,-,1129,-,-,-,-,-
20180122,-,-,-,38777,0,1716,0,9035,0,0,4511,0,0,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38777,-,-,874,-,-,-,-,-
20180123,-,-,-,35678,0,1836,0,8066,0,0,4801,0,0,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35678,-,-,978,-,-,-,-,-
20180124,-,-,-,44590,0,1939,0,11771,0,0,5007,0,0,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44590,-,-,1264,-,-,-,-,-
20180125,-,-,-,38422,0,2625,0,8611,0,0,4679,0,0,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38422,-,-,918,-,-,-,-,-
20180126,-,-,-,41781,0,2045,0,10994,0,0,4771,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41781,-,-,1550,-,-,-,-,-
20180127,-,-,-,35044,0,1394,0,9371,0,0,4924,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35044,-,-,1002,-,-,-,-,-
20180128,-,-,-,33658,0,1442,0,8163,0,0,4220,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33658,-,-,830,-,-,-,-,-
20180129,-,-,-,43627,0,2117,0,10908,0,0,4696,0,0,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43627,-,-,974,-,-,-,-,-
20180130,-,-,-,37268,0,2994,0,7562,0,0,5028,0,0,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37268,-,-,1080,-,-,-,-,-
20180131,-,-,-,40954,0,1879,0,9709,0,0,5243,0,0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40954,-,-,1040,-,-,-,-,-
