計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,2F　東寝室AC,エコキュート,和室AC,2F　西AC,冷蔵庫　洗濯機,未使用,四畳半洋室AC,2F　電灯　コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,20511,0,1076,0,6927,0,0,4904,0,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20511,-,-,215,-,-,-,-,-
20180402,-,-,-,22893,0,3511,0,3883,0,0,5003,0,0,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22893,-,-,558,-,-,-,-,-
20180403,-,-,-,22453,0,2604,0,6149,0,0,5041,0,0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22453,-,-,342,-,-,-,-,-
20180404,-,-,-,21292,0,1842,0,4875,0,0,5024,0,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21292,-,-,490,-,-,-,-,-
20180405,-,-,-,22042,0,3137,0,4952,0,0,4593,0,0,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22042,-,-,730,-,-,-,-,-
20180406,-,-,-,28381,0,2620,0,8587,0,0,4987,0,0,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28381,-,-,763,-,-,-,-,-
20180407,-,-,-,29994,0,3064,0,11366,0,0,4594,0,0,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29994,-,-,1035,-,-,-,-,-
20180408,-,-,-,29342,0,2889,0,11085,0,0,4702,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29342,-,-,943,-,-,-,-,-
20180409,-,-,-,24701,0,3762,0,7289,0,0,4415,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24701,-,-,591,-,-,-,-,-
20180410,-,-,-,23345,0,2522,0,6976,0,0,4696,0,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23345,-,-,594,-,-,-,-,-
