計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,キッチン電源・洗濯機,冷蔵庫,浴室乾燥機,未使用,2F照明,和室照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,15936,0,0,1596,6153,5168,1915,150,0,133,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15936,-,-,-,-,-,-,-,-
20171202,-,-,-,21965,0,0,1486,12441,5144,1669,161,0,305,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21965,-,-,-,-,-,-,-,-
20171203,-,-,-,18952,0,0,1371,9447,5288,1510,129,0,236,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18952,-,-,-,-,-,-,-,-
20171204,-,-,-,16974,0,0,1141,7764,4723,2199,143,0,221,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16974,-,-,-,-,-,-,-,-
20171205,-,-,-,19398,0,0,1260,9330,4630,1683,140,0,1704,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19398,-,-,-,-,-,-,-,-
20171206,-,-,-,25207,0,0,1174,13483,5433,1685,116,0,2570,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25207,-,-,-,-,-,-,-,-
20171207,-,-,-,20415,0,0,1668,10661,5438,1779,115,0,55,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20415,-,-,-,-,-,-,-,-
20171208,-,-,-,21636,0,0,1308,7575,5476,1640,1342,0,2992,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21636,-,-,-,-,-,-,-,-
20171209,-,-,-,22227,0,444,1615,9665,5593,1941,825,0,1113,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22227,-,-,-,-,-,-,-,-
20171210,-,-,-,23205,0,0,1713,8952,5929,1643,360,0,1959,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23205,-,-,-,-,-,-,-,-
20171211,-,-,-,21644,0,0,1225,8608,4471,1655,664,0,1991,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21644,-,-,-,-,-,-,-,-
20171212,-,-,-,24268,0,0,2229,9074,5015,1572,1117,0,2366,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24268,-,-,-,-,-,-,-,-
20171213,-,-,-,27724,0,0,1479,11915,4392,2257,1016,0,3562,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27724,-,-,-,-,-,-,-,-
20171214,-,-,-,22329,0,0,832,11017,4135,1766,1079,0,1091,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22329,-,-,-,-,-,-,-,-
20171215,-,-,-,19345,0,0,1103,9782,3706,1826,689,0,19,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19345,-,-,-,-,-,-,-,-
20171216,-,-,-,21885,0,0,1619,9792,4135,1749,861,0,1551,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21885,-,-,-,-,-,-,-,-
20171217,-,-,-,25650,0,0,1754,10362,4487,1582,963,0,4313,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25650,-,-,-,-,-,-,-,-
20171218,-,-,-,22852,0,0,1187,10221,4835,1900,765,0,1030,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22852,-,-,-,-,-,-,-,-
20171219,-,-,-,22339,0,1,1213,9365,4043,1986,629,0,3099,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22339,-,-,-,-,-,-,-,-
20171220,-,-,-,24918,0,0,1601,10487,4895,1451,540,0,3319,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24918,-,-,-,-,-,-,-,-
20171221,-,-,-,24959,0,0,1353,11591,4345,1526,320,0,3564,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24959,-,-,-,-,-,-,-,-
20171222,-,-,-,26447,0,0,937,10549,4447,1861,501,0,5534,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26447,-,-,-,-,-,-,-,-
20171223,-,-,-,25128,0,0,1829,12544,4860,1792,670,0,790,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25128,-,-,-,-,-,-,-,-
20171224,-,-,-,21947,0,0,1292,8963,4848,2060,751,0,1689,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21947,-,-,-,-,-,-,-,-
20171225,-,-,-,23974,0,0,1300,8825,4548,1675,569,0,4341,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23974,-,-,-,-,-,-,-,-
20171226,-,-,-,21294,0,0,790,8924,4683,1603,527,0,2520,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21294,-,-,-,-,-,-,-,-
20171227,-,-,-,25684,0,0,1942,9284,5216,1744,795,0,4304,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25684,-,-,-,-,-,-,-,-
20171228,-,-,-,30253,0,1294,3889,10266,4976,1859,957,0,4382,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30253,-,-,-,-,-,-,-,-
20171229,-,-,-,27217,0,0,943,12571,4846,1838,317,0,4032,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27217,-,-,-,-,-,-,-,-
20171230,-,-,-,23161,0,0,1200,10040,4048,2893,489,0,2258,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23161,-,-,-,-,-,-,-,-
20171231,-,-,-,23506,0,0,1905,10025,4834,1943,787,0,1601,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23506,-,-,-,-,-,-,-,-
