計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,２階書斎１階座敷エアコン,1階200V,未使用,未使用,キッチンTVコンセント,2階寝室エアコン照明,未使用,仏間玄関冷蔵庫照明,キッチンエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,19471,0,0,0,0,0,5801,12348,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19471,-,-,-,-,-,-,-,-
20180102,-,-,-,24191,0,0,0,0,0,6744,13369,0,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24191,-,-,-,-,-,-,-,-
20180103,-,-,-,21752,0,0,0,0,0,5662,13836,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21752,-,-,-,-,-,-,-,-
20180104,-,-,-,17326,0,0,0,0,0,5142,10498,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17326,-,-,-,-,-,-,-,-
20180105,-,-,-,19737,0,0,0,0,0,4677,7577,0,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19737,-,-,-,-,-,-,-,-
20180106,-,-,-,19408,0,0,0,0,0,5779,11808,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19408,-,-,-,-,-,-,-,-
20180107,-,-,-,25369,0,0,0,0,0,5229,13421,0,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25369,-,-,-,-,-,-,-,-
20180108,-,-,-,22286,0,0,0,0,0,5074,11164,0,5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22286,-,-,-,-,-,-,-,-
20180109,-,-,-,18977,0,0,0,0,0,4396,7800,0,6380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18977,-,-,-,-,-,-,-,-
20180110,-,-,-,21648,0,0,0,0,0,4769,9656,0,6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21648,-,-,-,-,-,-,-,-
20180111,-,-,-,24494,0,0,0,0,0,4883,11877,0,7343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24494,-,-,-,-,-,-,-,-
20180112,-,-,-,28544,0,0,0,0,0,5467,13670,0,8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28544,-,-,-,-,-,-,-,-
20180113,-,-,-,26530,0,0,0,0,0,5035,13201,0,7389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26530,-,-,-,-,-,-,-,-
20180114,-,-,-,26176,0,0,0,0,0,5873,11168,0,8707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26176,-,-,-,-,-,-,-,-
20180115,-,-,-,22856,0,0,0,0,0,6204,8545,0,7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22856,-,-,-,-,-,-,-,-
20180116,-,-,-,15740,0,0,0,0,0,4721,4582,0,6069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15740,-,-,-,-,-,-,-,-
20180117,-,-,-,18990,0,0,0,0,0,5074,4062,0,9465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18990,-,-,-,-,-,-,-,-
20180118,-,-,-,17427,0,0,0,0,0,4876,4346,0,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17427,-,-,-,-,-,-,-,-
20180119,-,-,-,11981,0,0,0,0,0,4735,4687,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11981,-,-,-,-,-,-,-,-
20180120,-,-,-,11185,0,0,0,0,0,5009,4940,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11185,-,-,-,-,-,-,-,-
20180121,-,-,-,15408,0,0,0,0,0,4937,9388,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15408,-,-,-,-,-,-,-,-
20180122,-,-,-,16737,0,0,0,0,0,5129,5016,0,6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16737,-,-,-,-,-,-,-,-
20180123,-,-,-,16079,0,0,0,0,0,5220,9665,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16079,-,-,-,-,-,-,-,-
20180124,-,-,-,18498,0,0,0,0,0,5532,11833,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18498,-,-,-,-,-,-,-,-
20180125,-,-,-,18250,0,0,0,0,0,5571,10376,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18250,-,-,-,-,-,-,-,-
20180126,-,-,-,13867,0,0,0,0,0,5112,7727,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13867,-,-,-,-,-,-,-,-
20180127,-,-,-,17156,0,0,0,0,0,5351,9712,0,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17156,-,-,-,-,-,-,-,-
20180128,-,-,-,25782,0,0,0,0,0,5954,12415,0,6658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25782,-,-,-,-,-,-,-,-
20180129,-,-,-,24275,0,0,0,0,0,5522,10109,0,7297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24275,-,-,-,-,-,-,-,-
20180130,-,-,-,18577,0,0,0,0,0,5169,7718,0,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18577,-,-,-,-,-,-,-,-
20180131,-,-,-,18717,0,0,0,0,0,5473,6735,0,5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18717,-,-,-,-,-,-,-,-
