計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,寝室（洋室）AC,冷蔵庫・電子レンジ,未使用,LDK・台所・電灯コンセ,洗面所・玄関・WC・洗濯,未使用,洋室・電灯コンセント,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,7532,0,2472,90,2944,0,928,628,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7532,-,-,-,-,-,-,-,-
20180302,-,-,-,12059,0,4109,725,2940,0,1081,944,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12059,-,-,-,-,-,-,-,-
20180303,-,-,-,10993,0,1710,1071,2934,0,2230,589,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10993,-,-,-,-,-,-,-,-
20180304,-,-,-,10361,0,1698,463,3022,0,1302,2752,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10361,-,-,-,-,-,-,-,-
20180305,-,-,-,8939,0,1474,674,3382,0,1498,510,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8939,-,-,-,-,-,-,-,-
20180306,-,-,-,11028,0,2737,1436,2818,0,1278,680,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11028,-,-,-,-,-,-,-,-
20180307,-,-,-,10600,0,3704,761,2708,0,1368,605,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10600,-,-,-,-,-,-,-,-
20180308,-,-,-,10858,0,3712,428,3050,0,535,2092,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10858,-,-,-,-,-,-,-,-
20180309,-,-,-,15525,0,3621,2013,3551,0,1871,1401,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15525,-,-,-,-,-,-,-,-
20180310,-,-,-,14445,0,6613,1636,2920,0,158,620,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14445,-,-,-,-,-,-,-,-
20180311,-,-,-,7208,0,798,0,2624,0,1407,1485,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7208,-,-,-,-,-,-,-,-
20180312,-,-,-,11758,0,1834,1861,3341,0,1170,546,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11758,-,-,-,-,-,-,-,-
20180313,-,-,-,6313,0,964,235,2941,0,981,548,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6313,-,-,-,-,-,-,-,-
20180314,-,-,-,7894,0,720,0,3163,0,1964,1221,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7894,-,-,-,-,-,-,-,-
20180315,-,-,-,5395,0,0,0,3209,0,1291,549,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5395,-,-,-,-,-,-,-,-
20180316,-,-,-,13771,0,4223,769,2856,0,1941,2340,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13771,-,-,-,-,-,-,-,-
