計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,和室テレビコンセント,洗濯機 冷蔵庫 照明,キッチン・電子レンジ,エアコン・和室１,エアコン・和室１,エアコン・洋室,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,17166,0,4697,3960,318,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17166,-,-,-,-,-,-,-,-
20171202,-,-,-,25581,0,9829,4945,172,0,10522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25581,-,-,-,-,-,-,-,-
20171203,-,-,-,18517,0,7140,4363,243,0,6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18517,-,-,-,-,-,-,-,-
20171204,-,-,-,12821,0,3716,3429,134,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12821,-,-,-,-,-,-,-,-
20171205,-,-,-,15821,0,4096,3351,321,0,7893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15821,-,-,-,-,-,-,-,-
20171206,-,-,-,14667,0,3572,3283,267,0,7257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14667,-,-,-,-,-,-,-,-
20171207,-,-,-,13649,0,3491,2967,266,0,7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13649,-,-,-,-,-,-,-,-
20171208,-,-,-,15062,0,3904,3239,119,0,7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15062,-,-,-,-,-,-,-,-
20171209,-,-,-,25976,0,8419,4225,445,0,12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25976,-,-,-,-,-,-,-,-
20171210,-,-,-,26750,0,7985,4889,388,0,13031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26750,-,-,-,-,-,-,-,-
20171211,-,-,-,12836,0,3626,3193,223,0,5524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12836,-,-,-,-,-,-,-,-
20171212,-,-,-,14337,0,3925,3227,352,0,6839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14337,-,-,-,-,-,-,-,-
20171213,-,-,-,13861,0,4573,2713,490,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13861,-,-,-,-,-,-,-,-
20171214,-,-,-,12286,0,2886,2896,367,0,5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12286,-,-,-,-,-,-,-,-
20171215,-,-,-,18964,0,5339,3549,396,0,9588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18964,-,-,-,-,-,-,-,-
20171216,-,-,-,17977,0,5302,3706,118,0,8551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17977,-,-,-,-,-,-,-,-
20171217,-,-,-,30435,0,9929,4693,378,0,15264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30435,-,-,-,-,-,-,-,-
20171218,-,-,-,15432,0,3951,2851,328,0,7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15432,-,-,-,-,-,-,-,-
20171219,-,-,-,14626,0,3641,3200,290,0,7197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14626,-,-,-,-,-,-,-,-
20171220,-,-,-,12650,0,3048,3220,271,0,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12650,-,-,-,-,-,-,-,-
20171221,-,-,-,13059,0,3178,2918,404,0,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13059,-,-,-,-,-,-,-,-
20171222,-,-,-,19232,0,4895,3648,169,0,10167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19232,-,-,-,-,-,-,-,-
20171223,-,-,-,22781,0,7760,3566,40,0,11243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22781,-,-,-,-,-,-,-,-
20171224,-,-,-,26109,0,9758,5299,72,0,10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26109,-,-,-,-,-,-,-,-
20171225,-,-,-,14978,0,5056,3106,375,0,6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14978,-,-,-,-,-,-,-,-
20171226,-,-,-,15201,0,4689,3090,407,0,6699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15201,-,-,-,-,-,-,-,-
20171227,-,-,-,14242,0,3550,3320,274,0,7041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14242,-,-,-,-,-,-,-,-
20171228,-,-,-,18554,0,6032,3856,130,0,8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18554,-,-,-,-,-,-,-,-
20171229,-,-,-,26959,0,8054,4195,38,0,14492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26959,-,-,-,-,-,-,-,-
20171230,-,-,-,22305,0,8098,4019,158,0,9905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22305,-,-,-,-,-,-,-,-
20171231,-,-,-,29344,0,9597,5595,320,0,13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29344,-,-,-,-,-,-,-,-
