計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,IHヒーター,2FAC・電灯コ・倉庫冷,キッチン冷蔵庫・電灯コ,リビング電灯コ・洗濯機,食洗機,未使用,座敷・縁側電灯コ・TV,和室（祖母）AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,17887,0,0,1169,1797,1981,7681,853,0,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17887,-,-,-,-,-,-,-,-
20171102,-,-,-,16573,0,0,1487,1884,2063,7960,705,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16573,-,-,-,-,-,-,-,-
20171103,-,-,-,19685,0,0,1775,1709,2482,8110,731,0,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19685,-,-,-,-,-,-,-,-
20171104,-,-,-,17548,0,758,1664,1309,1816,8232,804,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17548,-,-,-,-,-,-,-,-
20171105,-,-,-,17697,0,507,1458,1952,1754,7558,724,0,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17697,-,-,-,-,-,-,-,-
20171106,-,-,-,17780,0,730,1019,2324,1962,7842,766,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17780,-,-,-,-,-,-,-,-
20171107,-,-,-,17745,0,0,1376,2120,2171,8814,705,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17745,-,-,-,-,-,-,-,-
20171108,-,-,-,18699,0,0,1530,1301,2221,8156,715,0,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18699,-,-,-,-,-,-,-,-
20171109,-,-,-,17460,0,0,1597,2554,2003,7890,721,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17460,-,-,-,-,-,-,-,-
20171110,-,-,-,16925,0,0,921,1419,2145,8216,709,0,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16925,-,-,-,-,-,-,-,-
20171111,-,-,-,16402,0,0,1436,2787,1780,7814,749,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16402,-,-,-,-,-,-,-,-
20171112,-,-,-,20393,0,1434,1403,1813,2236,8648,742,0,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20393,-,-,-,-,-,-,-,-
20171113,-,-,-,19983,0,0,1506,2431,2279,8326,734,0,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19983,-,-,-,-,-,-,-,-
20171114,-,-,-,18317,0,0,1596,3044,2055,8950,753,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18317,-,-,-,-,-,-,-,-
20171115,-,-,-,15259,0,0,685,1776,2031,8413,699,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15259,-,-,-,-,-,-,-,-
20171116,-,-,-,16964,0,0,1243,2734,2138,7771,810,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16964,-,-,-,-,-,-,-,-
20171117,-,-,-,20556,0,505,1367,5906,2300,7551,745,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20556,-,-,-,-,-,-,-,-
20171118,-,-,-,23697,0,496,1466,7456,2280,8966,779,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23697,-,-,-,-,-,-,-,-
20171119,-,-,-,25631,0,805,1985,7168,2294,7999,794,0,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25631,-,-,-,-,-,-,-,-
20171120,-,-,-,19257,0,498,823,3475,2104,9400,802,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19257,-,-,-,-,-,-,-,-
20171121,-,-,-,19442,0,584,1590,3844,1859,8206,792,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19442,-,-,-,-,-,-,-,-
20171122,-,-,-,21868,0,462,1702,2928,2475,9027,754,0,2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21868,-,-,-,-,-,-,-,-
20171123,-,-,-,17079,0,696,920,2163,1975,8609,800,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17079,-,-,-,-,-,-,-,-
20171124,-,-,-,17125,0,658,834,1056,1764,8552,797,0,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17125,-,-,-,-,-,-,-,-
20171125,-,-,-,18455,0,563,1232,3467,1914,7845,802,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18455,-,-,-,-,-,-,-,-
20171126,-,-,-,19427,0,631,1123,1932,1980,9428,822,0,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19427,-,-,-,-,-,-,-,-
20171127,-,-,-,22104,0,440,2271,2886,2194,8216,759,0,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22104,-,-,-,-,-,-,-,-
20171128,-,-,-,16890,0,95,864,2491,2134,8359,772,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16890,-,-,-,-,-,-,-,-
20171129,-,-,-,20658,0,0,1440,2406,2510,8323,735,0,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20658,-,-,-,-,-,-,-,-
20171130,-,-,-,19267,0,457,1302,2810,2106,9576,774,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19267,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
